byr,race,interval,vmn1,vsd1,vnu1,vnms1,vfin1,year,ctr1,type,ltax,xltax,eligible,earn_nz,sd_nz
53,white,45,13906.43,12656.5,228,4.0,0.206,84,27,TAXAB,0.061,0.048,False,17514.395466,11770.9603527
53,white,46,15594.24,12681.61,258,5.0,0.221,84,27,TAXAB,0.062,0.054,False,20018.279846,10857.5614503
53,white,47,15751.45,12984.9,229,3.0,0.166,84,27,TAXAB,0.083,0.07,False,18886.6306954,11956.3547839
53,white,48,15535.76,12707.58,204,7.0,0.201,84,27,TAXAB,0.074,0.054,False,19444.0050063,11230.0460235
53,white,49,15683.48,12466.47,217,4.0,0.147,84,27,TAXAB,0.051,0.032,False,18386.2602579,11510.9344083
53,white,50,15823.97,13323.82,239,3.0,0.205,84,27,TAXAB,0.071,0.063,False,19904.3647799,11919.865286
53,white,51,13517.42,12764.81,216,5.0,0.255,84,27,TAXAB,0.069,0.056,False,18144.1879195,11608.7452065
53,white,52,15203.44,12318.46,249,6.0,0.181,84,27,TAXAB,0.04,0.024,False,18563.4188034,11086.3642958
53,white,53,14667.12,12524.94,225,7.0,0.222,84,27,TAXAB,0.058,0.04,False,18852.3393316,11078.6512687
53,white,54,15879.8,12534.69,266,3.0,0.195,84,27,TAXAB,0.068,0.064,False,19726.4596273,10922.327002
53,white,55,15079.59,12397.53,207,3.0,0.217,84,27,TAXAB,0.068,0.063,False,19258.7356322,10761.4887029
53,white,56,15081.08,12973.39,243,5.0,0.222,84,27,TAXAB,0.078,0.058,False,19384.4215938,11528.9848906
53,white,57,13269.56,11948.76,237,8.0,0.232,84,27,TAXAB,0.059,0.046,False,17278.0729167,10800.1291755
53,white,58,15353.87,12925.26,253,3.0,0.202,84,27,TAXAB,0.075,0.059,False,19240.4385965,11600.518369
53,white,59,15156.71,12412.15,266,6.0,0.207,84,27,TAXAB,0.06,0.041,False,19113.1273644,10892.9907349
53,white,60,16732.04,13213.77,207,4.0,0.188,84,27,TAXAB,0.092,0.082,False,20605.9605911,11627.697702
53,white,61,16219.42,12864.37,252,3.0,0.159,84,27,TAXAB,0.091,0.06,False,19285.8739596,11732.041495
53,white,62,15986.15,13478.89,221,5.0,0.222,84,27,TAXAB,0.09,0.081,False,20547.7506427,11823.3594936
53,white,63,14565.83,13061.96,250,3.0,0.26,84,27,TAXAB,0.08,0.064,False,19683.5540541,11394.1011578
53,white,64,14100.68,12328.61,230,1.5,0.217,84,27,TAXAB,0.039,0.039,False,18008.5312899,11124.0115152
53,white,65,15082.89,13746.93,238,7.0,0.239,84,27,TAXAB,0.071,0.046,False,19819.8291721,12427.5219115
53,white,66,15457.56,13063.33,231,7.0,0.238,84,27,TAXAB,0.078,0.061,False,20285.511811,11225.5704946
53,white,67,15719.58,12690.51,248,3.0,0.177,84,27,TAXAB,0.073,0.065,False,19100.3402187,11450.4009036
53,white,68,14558.24,13005.58,228,1.5,0.219,84,27,TAXAB,0.079,0.061,False,18640.5121639,11852.4006995
53,white,69,14134.31,12572.72,228,1.5,0.246,84,27,TAXAB,0.066,0.048,False,18745.7692308,11099.5909953
53,white,70,15386.49,13166.22,260,6.0,0.215,84,27,TAXAB,0.081,0.069,False,19600.6242038,11757.0206863
53,white,71,13583.61,11229.21,237,4.0,0.194,84,27,TAXAB,0.025,0.021,False,16853.1141439,10066.9895185
53,white,72,15595.58,13006.82,258,4.0,0.213,84,27,TAXAB,0.089,0.081,False,19816.4930114,11459.5459932
53,white,73,15286.6,12635.6,215,1.5,0.228,84,27,TAXAB,0.051,0.042,False,19801.2953368,10835.8002414
50,nonwhite,1,5774.87,6385.02,69,1.5,0.377,78,15,TAXAB,0.072,0.043,True,9269.45425361,5748.57238635
50,nonwhite,2,5306.48,5687.9,64,1.5,0.313,78,15,TAXAB,0.047,0.047,True,7724.13391557,5330.82741257
50,nonwhite,3,6239.88,6586.14,69,0.0,0.304,78,15,TAXAB,0.072,0.058,True,8965.34482759,6155.39510007
50,nonwhite,4,5745.85,6414.32,73,1.5,0.37,78,15,TAXAB,0.041,0.027,True,9120.3968254,5876.21803459
50,nonwhite,5,6095.05,6330.41,95,3.0,0.347,78,15,TAXAB,0.095,0.084,True,9333.92036753,5580.12963651
50,nonwhite,6,5706.98,6227.57,65,4.0,0.338,78,15,TAXAB,0.062,0.062,True,8620.81570997,5784.84137251
50,nonwhite,7,7061.36,6904.0,87,1.5,0.345,78,15,TAXAB,0.069,0.057,True,10780.7022901,5716.13507479
50,nonwhite,8,7547.99,6663.81,76,3.0,0.289,78,15,TAXAB,0.118,0.118,True,10616.0196906,5466.8038333
50,nonwhite,9,6470.74,6692.66,58,1.5,0.362,78,15,TAXAB,0.103,0.069,True,10142.2257053,5741.89744816
50,nonwhite,10,6899.0,6662.48,79,1.5,0.291,78,15,TAXAB,0.114,0.089,True,9730.60648801,5920.6538385
50,nonwhite,11,6483.26,6705.21,80,0.0,0.362,78,15,TAXAB,0.087,0.05,True,10161.8495298,5752.277563
50,nonwhite,12,7127.89,6533.68,66,1.5,0.288,78,15,TAXAB,0.076,0.076,True,10011.0814607,5576.07030611
50,nonwhite,13,6135.36,6131.0,66,3.0,0.303,78,15,TAXAB,0.061,0.061,True,8802.5251076,5518.34593632
50,nonwhite,14,5814.52,6615.37,79,1.5,0.367,78,15,TAXAB,0.127,0.101,True,9185.65560821,6178.18421719
50,nonwhite,15,5495.11,6361.19,82,0.0,0.439,78,15,TAXAB,0.073,0.024,True,9795.20499109,5478.0786979
50,nonwhite,16,6381.29,6992.88,70,1.5,0.329,78,15,TAXAB,0.071,0.057,True,9510.11922504,6566.68238227
50,nonwhite,17,6445.0,8278.82,67,0.0,0.388,78,15,TAXAB,0.09,0.06,True,10531.0457516,8304.29211441
50,nonwhite,18,5963.44,6364.11,63,1.5,0.349,78,15,TAXAB,0.079,0.063,True,9160.43010753,5738.38737942
50,nonwhite,19,6857.42,6828.69,66,3.0,0.379,78,15,TAXAB,0.106,0.061,True,11042.5442834,5373.61780941
50,nonwhite,20,5488.89,5981.01,57,0.0,0.404,78,15,TAXAB,0.07,0.07,True,9209.54697987,5074.9754074
50,nonwhite,21,5762.0,6736.67,84,1.5,0.417,78,15,TAXAB,0.071,0.048,True,9883.3619211,6091.84074561
50,nonwhite,22,5532.78,6229.0,60,0.0,0.35,78,15,TAXAB,0.083,0.083,True,8511.96923077,5859.54085991
50,nonwhite,23,7185.51,6502.77,79,1.5,0.329,78,15,TAXAB,0.051,0.038,True,10708.6587183,5029.03600784
50,nonwhite,24,6134.87,6434.99,75,1.5,0.307,78,15,TAXAB,0.107,0.107,True,8852.62626263,5974.45438919
50,nonwhite,25,7389.31,6893.07,74,0.0,0.257,78,15,TAXAB,0.162,0.122,True,9945.23553163,6207.26443854
50,nonwhite,26,6288.04,6600.79,77,0.0,0.338,78,15,TAXAB,0.117,0.104,True,9498.54984894,5943.16158265
50,nonwhite,27,6238.59,6385.89,69,1.5,0.377,78,15,TAXAB,0.072,0.072,True,10013.788122,5258.59044035
50,nonwhite,28,6362.82,6071.59,85,0.0,0.259,78,15,TAXAB,0.082,0.071,True,8586.80161943,5536.45876973
50,nonwhite,29,6471.79,6213.51,61,0.0,0.311,78,15,TAXAB,0.082,0.066,True,9393.01886792,5347.45259605
50,nonwhite,30,6431.78,6748.76,55,0.0,0.364,78,15,TAXAB,0.109,0.109,True,10112.8616352,5864.00574363
50,nonwhite,31,5671.35,6392.48,68,0.0,0.368,78,15,TAXAB,0.088,0.088,True,8973.65506329,5918.12180608
50,nonwhite,32,6669.9,6738.0,86,1.5,0.337,78,15,TAXAB,0.105,0.07,True,10060.1809955,5862.65744524
50,nonwhite,33,7162.97,7635.23,72,1.5,0.375,78,15,TAXAB,0.125,0.069,True,11460.752,6634.6790271
50,nonwhite,34,6566.87,6597.16,75,0.0,0.293,78,15,TAXAB,0.12,0.107,True,9288.3592645,6023.39308852
50,nonwhite,35,5876.24,6907.39,79,1.5,0.354,78,15,TAXAB,0.089,0.051,True,9096.34674923,6675.80963284
50,nonwhite,36,6590.31,6436.56,74,1.5,0.338,78,15,TAXAB,0.095,0.081,True,9955.1510574,5393.00752438
50,nonwhite,37,6662.34,6376.75,82,4.0,0.341,78,15,TAXAB,0.098,0.098,True,10109.7723824,5181.81920117
50,nonwhite,38,6633.25,6815.07,77,0.0,0.325,78,15,TAXAB,0.117,0.117,True,9827.03703704,6117.36947116
50,nonwhite,39,6855.29,6787.93,78,1.5,0.321,78,15,TAXAB,0.141,0.103,True,10096.1561119,5927.75810123
50,nonwhite,40,5869.06,6205.44,88,4.0,0.352,78,15,TAXAB,0.08,0.068,False,9057.19135802,5527.17073237
50,nonwhite,41,5303.62,5979.77,76,1.5,0.368,78,15,TAXAB,0.066,0.053,False,8391.80379747,5537.42958651
50,nonwhite,42,6367.05,6213.18,74,1.5,0.297,78,15,TAXAB,0.054,0.041,False,9056.97012802,5527.21827938
50,nonwhite,43,4574.57,6036.29,72,1.5,0.458,78,15,TAXAB,0.056,0.042,False,8440.16605166,5882.20112711
50,nonwhite,44,7210.59,6795.48,86,1.5,0.291,78,15,TAXAB,0.105,0.081,False,10170.0846262,5918.9216408
50,nonwhite,45,5902.53,6403.03,78,3.0,0.359,78,15,TAXAB,0.064,0.038,False,9208.31513261,5789.64286701
50,nonwhite,46,7018.08,5668.0,61,0.0,0.262,78,15,TAXAB,0.016,0.016,False,9509.59349593,4454.00811615
50,nonwhite,47,5544.7,6220.38,63,0.0,0.397,78,15,TAXAB,0.016,0.0,False,9195.1907131,5531.79435043
50,nonwhite,48,5987.6,6493.64,62,1.5,0.387,78,15,TAXAB,0.032,0.016,False,9767.69983687,5644.96551549
50,nonwhite,49,6641.61,6593.15,70,1.5,0.314,78,15,TAXAB,0.086,0.086,False,9681.64723032,5825.30986841
50,nonwhite,50,6790.07,6853.73,82,3.0,0.354,78,15,TAXAB,0.061,0.061,False,10510.9442724,5796.95368673
50,nonwhite,51,5847.07,6211.92,74,3.0,0.284,78,15,TAXAB,0.095,0.081,False,8166.29888268,5912.21352824
50,nonwhite,52,6859.51,6438.74,70,1.5,0.243,78,15,TAXAB,0.129,0.114,False,9061.43989432,5900.22867011
50,nonwhite,53,5715.39,6268.44,79,1.5,0.405,78,15,TAXAB,0.051,0.051,False,9605.69747899,5354.44770296
50,nonwhite,54,4985.27,6526.56,74,1.5,0.419,78,15,TAXAB,0.041,0.027,False,8580.49913941,6516.60099856
50,nonwhite,55,6646.86,6912.56,69,1.5,0.348,78,15,TAXAB,0.116,0.101,False,10194.5705521,6092.63237971
50,nonwhite,56,7000.49,6624.11,83,1.5,0.313,78,15,TAXAB,0.096,0.072,False,10189.9417758,5600.88213445
50,nonwhite,57,6861.77,6661.52,64,0.0,0.328,78,15,TAXAB,0.078,0.063,False,10210.9672619,5642.42373076
50,nonwhite,58,5866.63,6484.48,88,3.0,0.375,78,15,TAXAB,0.057,0.045,False,9386.608,5851.23198464
50,nonwhite,59,6565.6,6194.83,75,1.5,0.267,78,15,TAXAB,0.067,0.04,False,8957.16234652,5561.74285729
50,nonwhite,60,7572.7,6576.58,56,1.5,0.304,78,15,TAXAB,0.107,0.089,False,10880.316092,5114.18751719
50,nonwhite,61,5708.28,6222.47,94,0.0,0.362,78,15,TAXAB,0.074,0.064,False,8947.14733542,5631.13424036
50,nonwhite,62,7301.68,10343.85,63,0.0,0.365,78,15,TAXAB,0.143,0.111,False,11498.7086614,10965.2186399
50,nonwhite,63,6634.21,6404.63,66,0.0,0.303,78,15,TAXAB,0.106,0.091,False,9518.23529412,5603.60306184
50,nonwhite,64,5656.73,5789.07,79,1.5,0.291,78,15,TAXAB,0.063,0.063,False,7978.46262341,5361.39847686
50,nonwhite,65,7470.69,6720.25,99,1.5,0.273,78,15,TAXAB,0.101,0.071,False,10276.0522696,5769.97972584
50,nonwhite,66,4469.7,5625.53,64,0.0,0.469,78,15,TAXAB,0.047,0.031,False,8417.51412429,5134.91115775
50,nonwhite,67,6560.66,6816.69,74,0.0,0.284,78,15,TAXAB,0.081,0.027,False,9162.93296089,6407.33631898
50,nonwhite,68,6127.72,6881.42,75,1.5,0.387,78,15,TAXAB,0.12,0.107,False,9996.28058728,6211.14153561
50,nonwhite,69,6654.25,6683.51,67,0.0,0.313,78,15,TAXAB,0.06,0.03,False,9685.95342067,5971.25494664
50,nonwhite,70,7278.55,7773.84,71,0.0,0.296,78,15,TAXAB,0.183,0.127,False,10338.8494318,7362.18512177
50,nonwhite,71,7337.01,7170.3,73,1.5,0.301,78,15,TAXAB,0.192,0.164,False,10496.4377682,6355.29461268
50,nonwhite,72,6335.74,6355.16,81,0.0,0.284,78,15,TAXAB,0.086,0.086,False,8848.79888268,5845.54107634
50,nonwhite,73,6029.08,6721.08,84,1.5,0.357,78,15,TAXAB,0.095,0.083,False,9376.48522551,6234.29815728
50,nonwhite,1,6276.04,7592.17,69,1.5,0.391,79,17,TAXAB,0.043,0.014,True,10305.4844007,7288.5734032
50,nonwhite,2,6913.41,7092.17,64,1.5,0.328,79,17,TAXAB,0.031,0.031,True,10287.8125,6335.16350296
50,nonwhite,3,7509.41,7925.01,69,0.0,0.333,79,17,TAXAB,0.058,0.043,True,11258.4857571,7207.8206442
50,nonwhite,4,6555.47,7176.37,73,1.5,0.342,79,17,TAXAB,0.041,0.027,True,9962.72036474,6657.50928128
50,nonwhite,5,7787.97,7855.19,94,4.0,0.287,79,17,TAXAB,0.085,0.085,True,10922.8190743,7231.87383362
50,nonwhite,6,6896.31,7211.28,65,4.0,0.308,79,17,TAXAB,0.015,0.015,True,9965.76589595,6675.23243827
50,nonwhite,7,8141.57,8218.96,87,1.5,0.345,79,17,TAXAB,0.046,0.046,True,12429.8778626,7058.93887715
50,nonwhite,8,8723.76,7825.03,76,3.0,0.316,79,17,TAXAB,0.039,0.039,True,12754.0350877,6173.88646844
50,nonwhite,9,8456.34,8640.99,58,1.5,0.345,79,17,TAXAB,0.121,0.103,True,12910.4427481,7516.01861343
50,nonwhite,10,7536.58,7117.23,79,1.5,0.291,79,17,TAXAB,0.051,0.051,True,10629.8730606,6210.01877831
50,nonwhite,11,7120.04,7653.94,79,1.5,0.367,79,17,TAXAB,0.051,0.038,True,11248.0884676,6790.81799374
50,nonwhite,12,7908.02,7304.62,66,1.5,0.258,79,17,TAXAB,0.03,0.03,True,10657.7088949,6527.24732498
50,nonwhite,13,7299.8,7275.01,66,3.0,0.258,79,17,TAXAB,0.045,0.045,True,9838.00539084,6808.64548594
50,nonwhite,14,7584.71,8096.96,79,1.5,0.342,79,17,TAXAB,0.076,0.076,True,11526.9148936,7361.72228211
50,nonwhite,15,6869.74,8003.33,82,0.0,0.366,79,17,TAXAB,0.037,0.012,True,10835.5520505,7619.62365801
50,nonwhite,16,7264.07,7179.19,70,1.5,0.271,79,17,TAXAB,0.029,0.014,True,9964.43072702,6617.63447325
50,nonwhite,17,8258.24,10861.35,67,0.0,0.358,79,17,TAXAB,0.075,0.06,True,12863.3021807,11158.6697864
50,nonwhite,18,7726.9,7827.39,63,1.5,0.302,79,17,TAXAB,0.063,0.063,True,11070.0573066,7125.13932099
50,nonwhite,19,8863.65,8589.0,66,3.0,0.348,79,17,TAXAB,0.076,0.03,True,13594.5552147,6987.92044879
50,nonwhite,20,6633.21,7092.81,57,0.0,0.316,79,17,TAXAB,0.053,0.035,True,9697.6754386,6620.53235701
50,nonwhite,21,6464.42,7468.9,84,1.5,0.417,79,17,TAXAB,0.048,0.048,True,11088.1989708,6664.51883065
50,nonwhite,22,6758.48,8109.94,60,0.0,0.367,79,17,TAXAB,0.083,0.083,True,10676.9036335,7878.27406752
50,nonwhite,23,8526.79,7612.75,77,4.0,0.26,79,17,TAXAB,0.065,0.065,True,11522.6891892,6617.80555969
50,nonwhite,24,7518.71,7632.1,75,1.5,0.32,79,17,TAXAB,0.04,0.04,True,11056.9264706,6821.90749269
50,nonwhite,25,9286.23,7863.14,74,0.0,0.162,79,17,TAXAB,0.095,0.068,True,11081.4200477,7340.86731353
50,nonwhite,26,7041.22,7627.1,76,1.5,0.355,79,17,TAXAB,0.053,0.053,True,10916.620155,6919.81867065
50,nonwhite,27,7480.0,7792.83,68,3.0,0.353,79,17,TAXAB,0.044,0.029,True,11561.0510046,6832.27384063
50,nonwhite,28,6748.13,7485.98,85,0.0,0.365,79,17,TAXAB,0.059,0.047,True,10626.976378,6857.94406325
50,nonwhite,29,7963.02,7340.16,61,0.0,0.295,79,17,TAXAB,0.049,0.033,True,11295.0638298,6227.91897078
50,nonwhite,30,8354.53,8975.77,55,0.0,0.327,79,17,TAXAB,0.127,0.109,True,12413.8632987,8325.70852187
50,nonwhite,31,6990.72,7412.77,68,0.0,0.338,79,17,TAXAB,0.029,0.029,True,10560.0,6731.50616233
50,nonwhite,32,7994.48,8199.37,86,1.5,0.279,79,17,TAXAB,0.105,0.081,True,11088.0443828,7677.46398709
50,nonwhite,33,8160.81,8215.71,72,1.5,0.389,79,17,TAXAB,0.069,0.056,True,13356.4811784,6409.0011241
50,nonwhite,34,7407.82,7246.49,74,1.5,0.297,79,17,TAXAB,0.041,0.041,True,10537.4395448,6458.96986353
50,nonwhite,35,7242.22,8147.38,79,1.5,0.354,79,17,TAXAB,0.063,0.038,True,11210.8668731,7633.02940759
50,nonwhite,36,7505.0,7950.57,74,1.5,0.311,79,17,TAXAB,0.054,0.054,True,10892.5979681,7405.68570794
50,nonwhite,37,7908.39,8089.1,82,4.0,0.305,79,17,TAXAB,0.085,0.073,True,11378.9784173,7393.05255018
50,nonwhite,38,8108.09,8133.99,77,0.0,0.351,79,17,TAXAB,0.052,0.052,True,12493.2049307,6867.31913587
50,nonwhite,39,7446.08,7728.84,78,1.5,0.333,79,17,TAXAB,0.038,0.038,True,11163.5382309,6932.36508703
50,nonwhite,40,7324.63,7481.91,87,5.0,0.368,79,17,TAXAB,0.034,0.023,False,11589.6044304,6256.59368466
50,nonwhite,41,5819.91,6616.04,76,1.5,0.368,79,17,TAXAB,0.0,0.0,False,9208.71835443,6168.70235051
50,nonwhite,42,7383.62,7805.33,74,1.5,0.284,79,17,TAXAB,0.081,0.068,False,10312.3184358,7408.54670878
50,nonwhite,43,5580.0,7143.16,72,1.5,0.444,79,17,TAXAB,0.028,0.028,False,10035.971223,6859.38093159
50,nonwhite,44,8442.15,8047.8,84,3.0,0.25,79,17,TAXAB,0.083,0.071,False,11256.2,7394.63342634
50,nonwhite,45,6698.09,7643.88,78,3.0,0.359,79,17,TAXAB,0.026,0.013,False,10449.4383775,7207.86020081
50,nonwhite,46,7928.0,6892.68,61,0.0,0.262,79,17,TAXAB,0.033,0.033,False,10742.5474255,5842.94279269
50,nonwhite,47,6642.3,6981.59,63,0.0,0.365,79,17,TAXAB,0.032,0.016,False,10460.3149606,6068.14298607
50,nonwhite,48,7659.5,7829.2,62,1.5,0.339,79,17,TAXAB,0.048,0.032,False,11587.7458396,6871.19154658
50,nonwhite,49,7635.1,7897.56,70,1.5,0.3,79,17,TAXAB,0.057,0.029,False,10907.2857143,7308.31119895
50,nonwhite,50,7506.34,7761.34,82,3.0,0.341,79,17,TAXAB,0.024,0.012,False,11390.5007587,6867.76987191
50,nonwhite,51,7427.51,7502.74,74,3.0,0.243,79,17,TAXAB,0.041,0.041,False,9811.77014531,7139.11504232
50,nonwhite,52,7614.77,7757.43,69,1.5,0.261,79,17,TAXAB,0.043,0.029,False,10304.1542625,7329.35573472
50,nonwhite,53,6948.11,7213.62,79,1.5,0.38,79,17,TAXAB,0.013,0.013,False,11206.6290323,6017.13344451
50,nonwhite,54,6271.86,7385.68,73,1.5,0.384,79,17,TAXAB,0.027,0.027,False,10181.5909091,6981.76941474
50,nonwhite,55,8132.57,8419.71,68,1.5,0.279,79,17,TAXAB,0.103,0.059,False,11279.5700416,7926.35295886
50,nonwhite,56,8721.17,7907.09,83,1.5,0.313,79,17,TAXAB,0.048,0.036,False,12694.5705968,6369.20472498
50,nonwhite,57,7757.69,8929.79,64,0.0,0.359,79,17,TAXAB,0.063,0.047,False,12102.4804992,8474.57532208
50,nonwhite,58,6849.59,8113.97,86,5.0,0.407,79,17,TAXAB,0.081,0.07,False,11550.7419899,7531.33370371
50,nonwhite,59,7503.08,7712.79,75,1.5,0.293,79,17,TAXAB,0.053,0.04,False,10612.5601132,7151.27030354
50,nonwhite,60,8748.7,7974.03,56,1.5,0.357,79,17,TAXAB,0.071,0.054,False,13606.0653188,5727.00927764
50,nonwhite,61,6169.66,7414.03,94,0.0,0.372,79,17,TAXAB,0.064,0.064,False,9824.29936306,7184.99393289
50,nonwhite,62,8079.76,8073.9,63,0.0,0.27,79,17,TAXAB,0.095,0.095,False,11068.1643836,7498.15237588
50,nonwhite,63,7475.03,7663.01,66,0.0,0.318,79,17,TAXAB,0.061,0.061,False,10960.4545455,6921.01110755
50,nonwhite,64,6626.56,7101.86,79,1.5,0.329,79,17,TAXAB,0.038,0.038,False,9875.64828614,6563.47398406
50,nonwhite,65,8455.42,7694.45,99,1.5,0.232,79,17,TAXAB,0.071,0.061,False,11009.6614583,6997.70949234
50,nonwhite,66,4792.06,6419.99,63,1.5,0.444,79,17,TAXAB,0.016,0.016,False,8618.81294964,6414.66421684
50,nonwhite,67,7792.96,8085.69,74,0.0,0.338,79,17,TAXAB,0.054,0.054,False,11771.8429003,7205.5604881
50,nonwhite,68,7506.97,8675.57,75,1.5,0.36,79,17,TAXAB,0.093,0.093,False,11729.640625,8250.57319251
50,nonwhite,69,7070.33,8541.41,67,0.0,0.328,79,17,TAXAB,0.045,0.0,False,10521.3244048,8500.35149118
50,nonwhite,70,9147.14,8916.75,71,0.0,0.296,79,17,TAXAB,0.141,0.099,False,12993.0965909,7935.18910451
50,nonwhite,71,9076.89,8547.86,71,4.0,0.282,79,17,TAXAB,0.085,0.07,False,12641.908078,7529.57341544
50,nonwhite,72,7763.24,7560.44,80,1.5,0.287,79,17,TAXAB,0.037,0.037,False,10888.1346424,6792.96578571
50,nonwhite,73,7650.98,7861.69,83,1.5,0.325,79,17,TAXAB,0.024,0.024,False,11334.7851852,7057.58849386
50,nonwhite,1,6366.32,7720.95,69,1.5,0.42,80,19,TAXAB,0.029,0.029,True,10976.4137931,7223.49335032
50,nonwhite,2,7917.61,8517.0,64,1.5,0.344,80,19,TAXAB,0.047,0.031,True,12069.527439,7776.02102597
50,nonwhite,3,8096.99,8926.9,68,1.5,0.353,80,19,TAXAB,0.059,0.059,True,12514.6676971,8239.05310672
50,nonwhite,4,7884.64,8497.14,73,1.5,0.329,80,19,TAXAB,0.041,0.027,True,11750.5812221,7885.15114743
50,nonwhite,5,8927.41,9705.7,94,4.0,0.309,80,19,TAXAB,0.074,0.064,True,12919.5513748,9205.88826063
50,nonwhite,6,7690.98,8561.99,65,4.0,0.354,80,19,TAXAB,0.015,0.0,True,11905.5417957,7956.30114997
50,nonwhite,7,9364.15,9586.34,87,1.5,0.31,80,19,TAXAB,0.069,0.057,True,13571.2318841,8722.96392679
50,nonwhite,8,9012.13,8645.84,76,3.0,0.276,80,19,TAXAB,0.026,0.026,True,12447.6933702,7777.00300099
50,nonwhite,9,8251.28,8745.58,58,1.5,0.362,80,19,TAXAB,0.069,0.069,True,12933.0407524,7702.81171191
50,nonwhite,10,7807.63,7720.28,78,1.5,0.295,80,19,TAXAB,0.038,0.038,True,11074.6524823,6954.25993586
50,nonwhite,11,7597.52,8863.12,79,1.5,0.38,80,19,TAXAB,0.063,0.038,True,12254.0645161,8345.04933809
50,nonwhite,12,9070.47,8801.87,66,1.5,0.273,80,19,TAXAB,0.076,0.061,True,12476.5749656,8004.29239982
50,nonwhite,13,7631.85,8151.71,66,3.0,0.318,80,19,TAXAB,0.045,0.03,True,11190.3958944,7590.32485711
50,nonwhite,14,8076.92,9099.61,79,1.5,0.38,80,19,TAXAB,0.038,0.038,True,13027.2903226,8310.42457343
50,nonwhite,15,7634.4,8407.7,82,0.0,0.366,80,19,TAXAB,0.037,0.024,True,12041.6403785,7643.76236328
50,nonwhite,16,8147.17,8842.11,69,1.5,0.319,80,19,TAXAB,0.029,0.014,True,11963.5389134,8315.57310961
50,nonwhite,17,9127.45,11738.7,67,0.0,0.313,80,19,TAXAB,0.075,0.045,True,13285.9534207,12055.2190008
50,nonwhite,18,9071.86,9583.93,63,1.5,0.286,80,19,TAXAB,0.063,0.032,True,12705.6862745,9081.49772151
50,nonwhite,19,9225.91,9609.77,66,3.0,0.348,80,19,TAXAB,0.106,0.091,True,14150.1687117,8482.83287725
50,nonwhite,20,7416.7,8072.7,57,0.0,0.333,80,19,TAXAB,0.07,0.07,True,11119.4902549,7518.69242901
50,nonwhite,21,7105.14,8680.2,84,1.5,0.393,80,19,TAXAB,0.048,0.048,True,11705.3377265,8383.40157804
50,nonwhite,22,8143.08,8845.95,60,0.0,0.317,80,19,TAXAB,0.05,0.05,True,11922.5183016,8337.1983874
50,nonwhite,23,9621.77,8494.64,77,4.0,0.299,80,19,TAXAB,0.052,0.052,True,13725.7774608,6826.88869257
50,nonwhite,24,8633.39,9287.46,75,1.5,0.347,80,19,TAXAB,0.08,0.067,True,13221.1179173,8452.12342518
50,nonwhite,25,9771.92,9514.87,73,1.5,0.247,80,19,TAXAB,0.055,0.055,True,12977.3173971,8867.46625301
50,nonwhite,26,7641.99,8443.89,75,1.5,0.333,80,19,TAXAB,0.053,0.053,True,11457.2563718,7948.77253509
50,nonwhite,27,7918.21,8461.46,68,3.0,0.368,80,19,TAXAB,0.044,0.015,True,12528.8132911,7451.16805957
50,nonwhite,28,7471.45,8369.64,85,0.0,0.318,80,19,TAXAB,0.047,0.035,True,10955.2052786,8034.21663149
50,nonwhite,29,9039.97,8875.66,61,0.0,0.279,80,19,TAXAB,0.082,0.049,True,12538.0998613,8087.10823486
50,nonwhite,30,8423.58,9971.21,55,0.0,0.4,80,19,TAXAB,0.127,0.127,True,14039.3,9320.27916128
50,nonwhite,31,7675.26,8394.17,68,0.0,0.324,80,19,TAXAB,0.0,0.0,True,11353.9349112,7903.57042282
50,nonwhite,32,8142.7,8668.39,86,1.5,0.291,80,19,TAXAB,0.047,0.035,True,11484.7672779,8221.84763403
50,nonwhite,33,8670.68,9348.99,72,1.5,0.389,80,19,TAXAB,0.083,0.083,True,14190.9656301,8044.37201613
50,nonwhite,34,8356.73,7962.56,73,1.5,0.274,80,19,TAXAB,0.041,0.041,True,11510.6473829,7143.34976926
50,nonwhite,35,8093.26,9236.46,77,3.0,0.403,80,19,TAXAB,0.052,0.039,True,13556.5494137,8296.8755245
50,nonwhite,36,8724.96,9099.1,74,1.5,0.297,80,19,TAXAB,0.054,0.041,True,12411.0384068,8486.68391758
50,nonwhite,37,9181.91,8840.61,82,4.0,0.293,80,19,TAXAB,0.085,0.085,True,12987.1428571,7818.40207204
50,nonwhite,38,9259.87,9389.39,77,0.0,0.338,80,19,TAXAB,0.091,0.091,True,13987.7190332,8187.8785533
50,nonwhite,39,8167.08,8672.74,78,1.5,0.321,80,19,TAXAB,0.038,0.038,True,12028.1001473,8020.88205066
50,nonwhite,40,8902.48,9077.98,87,5.0,0.299,80,19,TAXAB,0.069,0.034,False,12699.6861626,8326.87834312
50,nonwhite,41,7338.13,8198.84,76,1.5,0.368,80,19,TAXAB,0.013,0.0,False,11610.9651899,7533.29710518
50,nonwhite,42,7605.52,8147.63,73,1.5,0.288,80,19,TAXAB,0.055,0.055,False,10681.9101124,7770.07440798
50,nonwhite,43,6415.96,7990.45,72,1.5,0.444,80,19,TAXAB,0.028,0.028,False,11539.4964029,7463.92843397
50,nonwhite,44,8724.18,8895.24,84,3.0,0.345,80,19,TAXAB,0.036,0.036,False,13319.3587786,7719.91850812
