byr	race	year	type	interval	nj	nj0	p_xl	p_l	earnings	iweight	iweight_old	nsrvd	ps_r	ern74	ern75	ern76	ern77	ern78	ern79	ern80	ern81	ern82	ern83	ern84
53	1	84	ADJ	47	229	38.014	0.0839329	0.0155875	12372	2.66081e-06	2.00741e-06	2942	0.12681	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	46	258	57.018	0.0693196	0.0102696	12994.3	3.42975e-06	2.14856e-06	3244	0.123817	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	26	233	41.94	0.047561	0.0158537	12057.5	3.14266e-06	2.22866e-06	3137	0.131807	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	69	228	56.088	0.0636605	0.0238727	12160.7	2.85219e-06	1.82146e-06	2964	0.129432	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	29	234	46.098	0.0635118	0.0161893	12111.5	3.02398e-06	2.10587e-06	3093	0.129958	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	11	222	49.062	0.0577664	0.00641848	11972	2.79778e-06	1.88667e-06	3648	0.155234	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	67	248	43.896	0.0789793	0.00972054	12476.3	3.08848e-06	2.22909e-06	3015	0.12012	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	16	267	40.05	0.0658824	0.0129412	11660	3.57525e-06	2.75095e-06	3484	0.13	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	20	259	39.886	0.105201	0.0224586	12999.8	2.90884e-06	2.21636e-06	3046	0.117154	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	55	207	44.919	0.0804598	0.0063857	12584.7	2.69551e-06	1.76393e-06	2760	0.131429	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	48	204	41.004	0.0675845	0.0250313	12623.1	2.63856e-06	1.77637e-06	2960	0.140284	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	10	222	37.074	0.0540216	0.027611	13004.8	3.07844e-06	2.12775e-06	3484	0.154844	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	73	215	49.02	0.0544041	0.011658	12767.6	2.97242e-06	1.8217e-06	3101	0.142903	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	52	249	45.069	0.029304	0.019536	11838	3.78417e-06	2.59784e-06	2870	0.112549	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	12	260	63.96	0.071618	0.0106101	12288.5	3.26252e-06	2.07101e-06	3933	0.148977	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	71	237	45.978	0.0260546	0.00496278	10744	4.23388e-06	2.85712e-06	3314	0.138083	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	27	261	56.115	0.0828025	0.0101911	12492.1	2.72824e-06	1.93273e-06	3250	0.12218	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	3	266	55.062	0.0428752	0.0138714	11581.5	3.87631e-06	2.60576e-06	4300	0.157509	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	21	242	50.094	0.0630517	0.0100883	12118.7	3.19564e-06	2.1668e-06	3137	0.125984	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	22	214	41.088	0.075495	0.0111386	12618.4	2.76722e-06	1.90263e-06	3061	0.142372	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	33	222	47.064	0.0571066	0.0114213	11726.6	3.18747e-06	2.12455e-06	3105	0.137389	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	18	252	44.1	0.0484848	0.00969697	11145.2	3.83322e-06	2.77781e-06	3373	0.131758	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	35	231	36.036	0.0876777	0.00947868	12552.5	2.98382e-06	2.21842e-06	3087	0.129706	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	65	238	56.882	0.0604468	0.0328515	12815.9	2.53224e-06	1.66824e-06	3172	0.130535	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	14	256	59.904	0.0822454	0.0195822	12917.4	3.05575e-06	1.95581e-06	3467	0.133346	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	4	239	45.888	0.0668317	0.0160891	12311.6	3.09404e-06	2.15446e-06	4355	0.179218	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	28	232	42.92	0.0736196	0.0220859	12434.7	2.93013e-06	2.07509e-06	3159	0.132731	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	68	228	49.932	0.078105	0.0230474	12182.1	2.5497e-06	1.78312e-06	2898	0.12655	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	57	237	54.984	0.0598958	0.0169271	11216	3.156e-06	2.14137e-06	3380	0.138525	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	19	231	43.89	0.0802469	0.0160494	12887.1	2.70589e-06	1.90215e-06	3189	0.136867	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	64	230	49.91	0.0498084	0	11613.7	3.09323e-06	2.09437e-06	2858	0.12319	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	45	228	46.968	0.0604534	0.0163728	11367.8	2.72975e-06	1.98389e-06	3148	0.13569	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	7	246	50.922	0.0819672	0.0201765	12690.5	2.84617e-06	1.96415e-06	4398	0.175219	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	50	239	48.995	0.0792453	0.0100629	12982.9	2.71638e-06	1.86292e-06	3118	0.128843	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	23	252	63	0.064	0.00533334	12331.2	3.11612e-06	1.96234e-06	2992	0.115077	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	15	251	45.933	0.0587515	0.0244798	12650.4	3.02451e-06	2.14814e-06	3408	0.134704	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	32	250	51	0.0753769	0.0150754	12878.5	3.16313e-06	2.10828e-06	3059	0.120909	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	63	250	65	0.0864865	0.0216216	12888.1	2.78065e-06	1.74073e-06	3034	0.119921	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	30	228	54.036	0.0458716	0.00524247	11437.4	3.02812e-06	2.00042e-06	3099	0.135921	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	40	255	68.085	0.0641201	0.0218281	12821.2	3.22731e-06	1.88447e-06	3316	0.128031	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	31	219	49.932	0.0595855	0.0466321	12161.3	2.34713e-06	1.6291e-06	2770	0.123111	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	13	291	50.052	0.0954106	0.0253623	12730.3	3.14554e-06	2.36223e-06	3675	0.12291	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	51	216	55.08	0.0751678	0.0174497	11852.6	2.39157e-06	1.60264e-06	2828	0.127964	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	38	257	48.059	0.109471	0	12974.6	2.93855e-06	2.10104e-06	3068	0.115338	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	61	252	40.068	0.0713436	0.0368609	12546.5	3.15523e-06	2.34172e-06	3102	0.121647	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	25	221	49.062	0.0694087	0.0179949	12648.6	2.77509e-06	1.80698e-06	3342	0.148533	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	41	239	59.989	0.0787717	0.0333778	13215.3	2.3281e-06	1.52197e-06	3045	0.125826	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	66	231	54.978	0.0800525	0.0223097	13227.2	2.77255e-06	1.72351e-06	3034	0.127479	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	24	244	39.04	0.0678571	0.0107143	12298.9	3.37132e-06	2.45738e-06	2959	0.119315	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	36	222	43.068	0.0781638	0.00620348	12970.3	2.80662e-06	1.90252e-06	3234	0.142467	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	2	224	40.992	0.0820073	0.0330477	13414.6	2.66717e-06	1.84574e-06	4545	0.20022	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	6	228	49.02	0.0675159	0.0165605	11713.1	2.92928e-06	2.0207e-06	4213	0.183174	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	42	247	47.918	0.0657568	0.0148883	11577.3	3.19475e-06	2.29996e-06	3043	0.12172	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	60	207	38.916	0.100985	0.0123153	13555.3	2.38449e-06	1.6481e-06	3077	0.145829	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	39	250	61	0.047619	0.021164	11669.6	3.14327e-06	2.06032e-06	3024	0.12	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	37	231	48.972	0.0545685	0.00634518	11342.5	3.31995e-06	2.26021e-06	3162	0.136293	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	59	266	55.062	0.0517024	0.0239596	12319	3.75552e-06	2.45265e-06	3046	0.112815	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	8	244	50.996	0.05689	0.0151707	11653.7	3.14176e-06	2.18921e-06	4126	0.167045	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	54	266	51.87	0.0795031	0.00496895	12872.7	3.50093e-06	2.3504e-06	3150	0.1171	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	72	258	54.954	0.102922	0.0101652	13071.2	2.89905e-06	1.97053e-06	3046	0.11626	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	9	256	49.92	0.0819876	0.00496894	12511.7	3.0851e-06	2.17044e-06	3880	0.148659	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	53	225	49.95	0.0514139	0.0231362	12153.5	3.02889e-06	1.96852e-06	2731	0.117716	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	58	253	51.106	0.0739348	0.0200501	12533.7	3.03881e-06	2.1043e-06	3326	0.129922	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	62	221	49.062	0.104113	0.0115681	13537.7	2.35856e-06	1.56475e-06	2827	0.125088	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	17	227	49.94	0.0679487	0.0115385	11551.2	2.62362e-06	1.868e-06	3395	0.149559	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
53	1	84	ADJ	43	206	44.084	0.024173	0.019084	11562.6	3.18207e-06	2.05546e-06	3053	0.145381	0.161658	0.167856	0.400628	0.452415	0.524026	0.582721	0.671568	0.743007	0.765095	0.862521	1
50	2	74	ADJ	1	2859	940.917	0.0301676	0.0125479	7478.66	7.3831e-05	4.34384e-05	NA	0.1957	1	0.673253	0.602785	0.500004	0.431862	0.418737	0.392203	0.216962	0.238426	0.25659	0.405801
50	2	75	ADJ	1	2853	990.041	0.0467895	0.013353	7628.49	6.54273e-05	3.86747e-05	NA	0.1957	0.673253	1	0.659624	0.56269	0.521548	0.453595	0.371557	0.248566	0.303348	0.235429	0.392372
50	2	76	ADJ	2	2544	864.957	0.0686105	0.0124029	8813.3	1.97655e-05	1.54079e-05	NA	0.1354	0.602785	0.659624	1	0.618769	0.574938	0.473532	0.390006	0.313207	0.350094	0.235089	0.280607
50	2	77	ADJ	2	2541	853.834	0.0887986	0.0245251	9346.33	2.36603e-05	1.72443e-05	NA	0.1354	0.500004	0.56269	0.618769	1	0.734612	0.548176	0.457031	0.444102	0.442159	0.41227	0.413864
50	2	78	ADJ	2	2534	849.026	0.0996318	0.0256698	10005.9	2.76601e-05	1.85011e-05	NA	0.1354	0.431862	0.521548	0.574938	0.734612	1	0.758367	0.643897	0.60783	0.574288	0.45246	0.516251
50	2	79	ADJ	1	2834	919.983	0.0719502	0.0137193	10521.4	2.7129e-05	1.85001e-05	NA	0.1957	0.418737	0.453595	0.473532	0.548176	0.758367	1	0.800411	0.699167	0.629604	0.456882	0.520685
50	2	80	ADJ	1	2826	933.358	0.0701839	0.0132032	10275.7	2.79302e-05	1.89767e-05	NA	0.1957	0.392203	0.371557	0.390006	0.457031	0.643897	0.800411	1	0.779419	0.641894	0.566094	0.584253
50	2	81	ADJ	1	2822	974.065	0.0773317	0.0146255	10696.5	2.18958e-05	1.53472e-05	NA	0.1957	0.216962	0.248566	0.313207	0.444102	0.60783	0.699167	0.779419	1	0.783879	0.609268	0.59327
50	2	82	ADJ	2	2507	901.766	0.0678773	0.0123247	10513.9	2.27183e-05	1.50226e-05	NA	0.1354	0.238426	0.303348	0.350094	0.442159	0.574288	0.629604	0.641894	0.783879	1	0.732557	0.680604
50	2	83	ADJ	1	2815	1004.84	0.0751934	0.0121382	11007.4	2.51299e-05	1.60712e-05	NA	0.1957	0.25659	0.235429	0.235089	0.41227	0.45246	0.456882	0.566094	0.609268	0.732557	1	0.774626
50	2	84	ADJ	2	2497	888.924	0.0777295	0.0161385	11294.2	2.07226e-05	1.33136e-05	NA	0.1354	0.405801	0.392372	0.280607	0.413864	0.516251	0.520685	0.584253	0.59327	0.680604	0.774626	1
51	2	74	ADJ	58	61	22.997	0.0256822	0	5544.54	1.92596e-06	1.22878e-06	438	0.0706452	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	4	63	30.996	0	0.0629921	6535.02	1.30596e-06	7.03111e-07	901	0.140781	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	71	76	31.996	0	0	5979.77	2.10998e-06	1.22542e-06	409	0.0538158	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	18	66	25.014	0	0	7249.64	1.94531e-06	9.99943e-07	845	0.12803	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	64	64	16	0.0413333	0	6166.17	1.89563e-06	1.39694e-06	419	0.0644615	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	70	67	21.976	0	0	8107.32	2.23847e-06	1.08042e-06	413	0.0607353	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	62	87	24.969	0	0	6858.94	3.07029e-06	1.84038e-06	436	0.0501149	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	44	59	23.01	0.0278689	0	7055.4	1.59373e-06	8.6865e-07	430	0.0728814	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	52	64	20.992	0.0699405	0	7525.27	1.38486e-06	8.89077e-07	406	0.0634375	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	13	70	24.01	0.021309	0	7019.64	2.60289e-06	1.34504e-06	831	0.118714	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	21	75	36.975	0	0	7321.62	1.89028e-06	8.16971e-07	789	0.1052	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	39	77	25.025	0	0	6479.4	2.46961e-06	1.49826e-06	413	0.0536364	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	54	77	26.026	0.0196375	0.0392749	7852.55	1.98004e-06	1.1033e-06	408	0.052987	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	1	81	23.976	0	0	6037.55	3.86485e-06	2.23235e-06	947	0.116914	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	17	80	24	0	0	6855.57	3.03723e-06	1.72109e-06	827	0.103375	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	57	86	28.982	0.0180995	0	7282.45	2.87299e-06	1.5249e-06	434	0.0504651	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	67	62	14.012	0.0413437	0	6959.06	1.50919e-06	1.13539e-06	408	0.0658064	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	6	71	19.028	0	0	6120.51	2.6625e-06	1.75822e-06	858	0.119167	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	41	69	26.013	0	0	6677.26	2.24797e-06	1.19636e-06	435	0.0621429	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	69	69	16.008	0.0377604	0.0182292	7196.13	1.73802e-06	1.26047e-06	341	0.0494203	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	16	84	22.008	0.0162602	0.0325203	6785.66	2.72225e-06	1.79049e-06	826	0.0983333	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	28	62	20.026	0.0472674	0	8080.82	1.53622e-06	8.83465e-07	421	0.0668254	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	72	76	23.028	0.0186514	0	7005.51	1.84802e-06	1.22499e-06	394	0.0518421	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	10	67	23.986	0	0.0233645	6970.88	1.59957e-06	9.71249e-07	949	0.139559	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	26	73	20.002	0.0192837	0.0179063	7336.04	1.99846e-06	1.29327e-06	566	0.0754667	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	33	62	16.988	0	0.0440771	7085.68	1.47036e-06	1.01448e-06	481	0.0763492	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	51	72	21.024	0.079096	0	6656.17	1.7066e-06	1.22265e-06	465	0.0645833	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	23	74	21.978	0.0583215	0.0184922	7493.24	1.35642e-06	9.61927e-07	711	0.0948	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	24	76	29.032	0.0210356	0.0210356	6651.02	2.09328e-06	1.2061e-06	662	0.0871053	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	47	72	21.024	0.059322	0	7780.97	1.96457e-06	1.19544e-06	382	0.0530556	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	32	73	20.002	0.0371901	0.0385675	7183.51	1.58681e-06	1.12759e-06	496	0.067027	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	42	77	22.022	0	0	6250.74	2.74213e-06	1.76076e-06	484	0.0612658	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	35	76	25.992	0.0197568	0.0197568	6659.07	1.84046e-06	1.19051e-06	427	0.0547436	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	73	78	17.004	0.0332481	0.0153453	6914.88	2.00398e-06	1.50633e-06	481	0.0616667	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	27	71	32.021	0	0.0255009	6578.72	2.07494e-06	1.0176e-06	555	0.078169	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	3	71	23.004	0	0	5948.49	2.24626e-06	1.46188e-06	874	0.123099	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	25	68	24.004	0	0.0231839	6509.29	1.84806e-06	1.13499e-06	712	0.103188	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	34	65	28.99	0.0559567	0	7129.13	1.09326e-06	6.6308e-07	521	0.0789394	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	61	59	22.007	0	0.0271132	5448.62	1.87645e-06	1.20155e-06	446	0.0755932	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	45	74	23.976	0.0207101	0	7442.88	2.09222e-06	1.20569e-06	428	0.0578378	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	59	73	20.002	0.0192837	0	7575.87	2.6423e-06	1.49339e-06	438	0.0591892	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	38	62	21.018	0	0.0242058	6629.89	2.27717e-06	1.24574e-06	353	0.0560317	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	50	78	18.018	0.0494148	0.0169051	7068.62	2.05606e-06	1.49486e-06	442	0.0566667	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	5	73	24.017	0	0	7184.35	3.19242e-06	1.51534e-06	866	0.11863	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	11	71	24.992	0	0.0216049	7657	1.84775e-06	1.01034e-06	854	0.115405	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	8	66	19.008	0.0210674	0	6761.9	1.46829e-06	1.04728e-06	921	0.137463	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	49	72	28.008	0	0	5905.42	2.79056e-06	1.49987e-06	405	0.05625	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	63	89	29.014	0.0163205	0.0163205	6324.28	2.77214e-06	1.74228e-06	459	0.051573	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
51	2	74	ADJ	37	79	27.018	0.0197568	0	6847.57	2.43447e-06	1.40311e-06	431	0.054557	1	0.7066	0.592922	0.543382	0.496693	0.494125	0.50832	0.488671	0.472286	0.446715	0.455701
