byr	race	year	type	interval	nj	nj0	p_xl	p_l	earnings	iweight	iweight_old	nsrvd	ps_r	ern74	ern75	ern76	ern77	ern78	ern79	ern80	ern81	ern82	ern83	ern84
51	2	78	TAXAB	65	69	24.978	0.158307	0.0454545	9477.19	1.31778e-06	6.6781e-07	473	0.0675714	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	78	TAXAB	68	85	30.005	0.0911901	0	9727.87	1.91177e-06	8.84571e-07	417	0.047931	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	78	TAXAB	25	67	20.033	0.064194	0	6992.61	1.77645e-06	1.1439e-06	712	0.103188	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	78	TAXAB	29	65	18.98	0.108757	0.0211864	9853.6	1.41442e-06	7.55819e-07	476	0.0732308	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	78	TAXAB	40	69	22.977	0.0434783	0.0209895	7599.36	2.02864e-06	1.09794e-06	439	0.0627143	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	78	TAXAB	49	72	20.016	0.0387812	0.0761773	10176.2	1.26654e-06	7.44414e-07	405	0.05625	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	78	TAXAB	8	65	23.985	0.0729002	0.0253566	9999.37	1.444e-06	6.2811e-07	921	0.137463	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	78	TAXAB	27	71	23.004	0.10355	0.0221894	8831.97	1.34244e-06	7.86486e-07	555	0.078169	0.449191	0.487327	0.618771	0.809224	1	0.842489	0.725277	0.629839	0.599487	0.49963	0.569461
51	2	79	TAXAB	1	81	20.979	0.0499325	0	10081.4	1.87335e-06	1.02842e-06	947	0.116914	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	26	72	19.008	0.09375	0	8748.72	1.3421e-06	8.87772e-07	566	0.0754667	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	73	74	17.982	0.0541612	0.0171731	9067.58	1.30111e-06	8.88698e-07	481	0.0616667	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	16	83	20.999	0.064257	0.0321285	9293.44	1.54669e-06	1.00103e-06	826	0.0983333	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	23	70	20.02	0.0406162	0	10218	1.46609e-06	7.81529e-07	711	0.0948	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	17	80	22.96	0.0518934	0.0182328	9052.65	1.59166e-06	9.60974e-07	827	0.103375	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	41	69	26.979	0.0229885	0.0246305	8787.74	6.89013e-07	4.60848e-07	435	0.0621429	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	31	57	18.981	0.0269865	0	9229.54	1.23399e-06	6.4247e-07	490	0.0859649	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	9	70	24.01	0.021309	0.022831	9347.66	1.34638e-06	7.17147e-07	863	0.123286	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	57	85	30.005	0.0370943	0	9118.51	1.55497e-06	8.49762e-07	434	0.0504651	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	47	72	20.016	0.0775623	0.0373961	11209	1.19295e-06	6.62181e-07	382	0.0530556	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	10	67	24.991	0.0717703	0.0478469	9884.1	1.05714e-06	5.51454e-07	949	0.139559	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	68	85	28.985	0.0364188	0	10421.1	2.13772e-06	8.85811e-07	417	0.047931	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	18	65	18.98	0.0649718	0	9859.53	1.17049e-06	6.7974e-07	845	0.12803	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	44	59	25.016	0	0.0885417	10535.2	7.66971e-07	3.71942e-07	430	0.0728814	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	8	65	23.985	0.0491284	0.0237718	10731.1	1.13988e-06	5.22655e-07	921	0.137463	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	5	73	27.01	0.107937	0	10489.5	1.39771e-06	6.2474e-07	866	0.11863	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	40	69	26.013	0.046549	0	8169.05	1.31838e-06	7.44177e-07	439	0.0627143	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	53	88	30.008	0.138088	0.0349014	10282.2	1.18058e-06	6.80871e-07	413	0.0464045	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	50	78	14.976	0.0160891	0.0309406	9498.62	1.40212e-06	1.01207e-06	442	0.0566667	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	49	72	22.032	0.0806916	0.018732	10192.5	1.52238e-06	7.73356e-07	405	0.05625	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	14	58	20.01	0.0259542	0.0534351	9870.14	1.07863e-06	5.51938e-07	874	0.15069	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	30	88	35.024	0.0182724	0.0199336	10627.5	1.40678e-06	6.41284e-07	463	0.0503261	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	66	74	17.02	0.0181818	0.0168831	9236.14	1.62865e-06	1.04347e-06	400	0.0540541	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	19	69	18.009	0.0392422	0	8205.04	1.42555e-06	9.55952e-07	829	0.116761	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	38	62	22.01	0	0.0248062	9328.83	9.30577e-07	5.41371e-07	353	0.0560317	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	55	64	20.992	0.046131	0.0238095	9572.45	1.11873e-06	6.27865e-07	434	0.0678125	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	35	74	21.016	0.0572626	0	9405.59	1.35799e-06	8.2606e-07	427	0.0547436	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	2	69	24.012	0.0214724	0.0230061	8648.07	1.04647e-06	6.5184e-07	850	0.123188	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	20	68	25.024	0.0933544	0.0458861	11146.1	1.16909e-06	5.21053e-07	741	0.108971	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	48	65	23.985	0.0491284	0	7566.04	1.49834e-06	8.45723e-07	400	0.0606061	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	67	62	15.996	0.0876011	0.0431267	9994.31	9.27284e-07	6.10277e-07	408	0.0658064	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	24	75	23.025	0.11544	0.018759	10468.4	1.12916e-06	6.52353e-07	662	0.0871053	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	63	88	24.992	0.047486	0	9617.03	2.17466e-06	1.14062e-06	459	0.051573	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	22	76	21.964	0.0182841	0.0182841	6844.31	2.31782e-06	1.46632e-06	824	0.107013	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	54	77	23.023	0.0741797	0.0556348	11073.5	1.00803e-06	5.98343e-07	408	0.052987	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	13	70	21	0.02	0.0414286	9758.14	1.05465e-06	6.53097e-07	831	0.118714	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	27	71	26.98	0.0451613	0	9279.44	1.20569e-06	6.35841e-07	555	0.078169	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	45	73	24.017	0.0208644	0	9863.86	1.40828e-06	7.33362e-07	428	0.0578378	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	3	69	24.978	0.0219436	0	7603.5	1.27691e-06	7.94568e-07	874	0.123099	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	52	64	20.992	0.0238095	0.0223214	8881.07	1.35034e-06	7.4511e-07	406	0.0634375	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	4	62	23.002	0.0508744	0	9840.72	1.25306e-06	5.81629e-07	901	0.140781	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	6	68	22.032	0.0428994	0.0221894	9918.13	1.37836e-06	7.04799e-07	858	0.119167	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	11	71	23.998	0.0422961	0.021148	10581.7	1.39053e-06	6.56012e-07	854	0.115405	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	70	67	19.028	0.125698	0	9977.88	1.22782e-06	7.12329e-07	413	0.0607353	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	32	72	20.016	0.114958	0	9733.68	1.26208e-06	7.69813e-07	496	0.067027	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	69	69	16.974	0.0769231	0	9598.87	1.59406e-06	9.40738e-07	341	0.0494203	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	33	60	13.98	0.0430248	0.0443286	10711.2	6.04158e-07	4.47212e-07	481	0.0763492	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	61	59	23.01	0.0278689	0	8359.34	1.31218e-06	6.58191e-07	446	0.0755932	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	51	71	22.01	0.0811594	0.0202898	12053.1	1.56903e-06	6.42415e-07	465	0.0645833	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	34	65	23.985	0.0491284	0	9307.02	1.0264e-06	5.70261e-07	521	0.0789394	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	21	73	27.01	0.0650794	0.0222222	9991.94	8.66832e-07	5.11025e-07	789	0.1052	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	36	64	22.976	0.170047	0.049922	10820.1	8.70379e-07	4.601e-07	370	0.0569231	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	46	60	19.98	0.0494753	0.0509745	9574.32	7.38496e-07	4.72399e-07	408	0.0668852	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	28	61	20.008	0.0729167	0.0252976	9802.43	1.03439e-06	5.76168e-07	421	0.0668254	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	64	64	19.008	0.0668563	0	8483.01	1.15099e-06	7.44131e-07	419	0.0644615	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	62	87	32.016	0.0363924	0.0363924	9656.48	1.29764e-06	7.1699e-07	436	0.0501149	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	25	67	20.971	0.0436681	0	8219.25	1.70191e-06	9.55148e-07	712	0.103188	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	12	73	18.98	0.0743243	0	9116.97	1.31023e-06	8.59639e-07	855	0.115541	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	60	89	37.024	0.0188356	0	7465.26	1.62532e-06	9.42233e-07	392	0.0435556	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	42	77	24.024	0.056686	0	9094.19	1.44316e-06	8.47453e-07	484	0.0612658	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	72	75	18.975	0.0896921	0	10677.3	1.44557e-06	8.28779e-07	394	0.0518421	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	29	65	17.03	0.0623306	0	10482.6	1.32627e-06	7.38466e-07	476	0.0732308	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	39	76	25.004	0.0581222	0.0208644	10407.4	8.75419e-07	5.43153e-07	413	0.0536364	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	71	75	30.975	0.0902896	0	9812.83	1.15663e-06	5.65644e-07	409	0.0538158	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	65	69	22.977	0	0	9810.07	1.28803e-06	6.79022e-07	473	0.0675714	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	56	71	23.004	0	0.0207101	8504.08	1.32538e-06	8.047e-07	406	0.0571831	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	15	67	20.033	0.021398	0	9637.65	1.25183e-06	7.19348e-07	851	0.127015	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	58	61	20.008	0	0	8698.91	1.29642e-06	7.263e-07	438	0.0706452	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	7	66	20.988	0.0439883	0.0219941	7480.68	1.08311e-06	7.58369e-07	905	0.133088	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	59	72	18	0.0373333	0.0373333	10402	1.29976e-06	7.87211e-07	438	0.0591892	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	37	79	22.989	0.0183357	0	9156.51	1.90044e-06	1.03973e-06	431	0.054557	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	79	TAXAB	43	72	19.008	0.0570652	0	8189.44	1.49529e-06	9.97121e-07	350	0.0479452	0.485367	0.541949	0.628839	0.792648	0.842489	1	0.786516	0.682643	0.640425	0.531931	0.595889
51	2	80	TAXAB	3	69	24.012	0.0214724	0.0230061	7905.51	1.1377e-06	7.33994e-07	874	0.123099	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	35	73	21.973	0.0200286	0.0386266	9326.12	1.12903e-06	7.14909e-07	427	0.0547436	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	37	79	24.964	0.0365497	0	10009.6	1.92344e-06	9.04309e-07	431	0.054557	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	13	70	20.02	0.0196078	0	10102.6	1.25042e-06	7.2267e-07	831	0.118714	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	25	66	19.998	0.0430416	0.0215208	8697.36	9.94694e-07	6.65081e-07	712	0.103188	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	41	69	32.016	0.0541045	0.0261194	8719.61	9.11567e-07	4.8759e-07	435	0.0621429	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	63	88	24.024	0.0151307	0.0632737	8760.1	1.47854e-06	9.96207e-07	459	0.051573	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	2	69	20.976	0.0201149	0	7574.66	1.46027e-06	9.54197e-07	850	0.123188	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	61	59	24.013	0.0286678	0	8505.47	1.3162e-06	6.24485e-07	446	0.0755932	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	58	61	20.008	0	0	7571.72	1.21662e-06	7.80831e-07	438	0.0706452	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	47	72	22.968	0.101322	0	11158.1	1.33807e-06	6.42111e-07	382	0.0530556	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	34	65	28.015	0.026362	0	9278.31	1.09596e-06	5.22017e-07	521	0.0789394	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	45	73	24.966	0.0410334	0	9689.51	1.67517e-06	7.90249e-07	428	0.0578378	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	40	69	26.013	0.046549	0.0224719	7064.98	1.31074e-06	8.32862e-07	439	0.0627143	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	30	88	32.032	0.0172956	0	9286.34	1.67245e-06	8.62977e-07	463	0.0503261	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	65	69	20.01	0.0197183	0	9061.28	1.11954e-06	7.25027e-07	473	0.0675714	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	52	64	17.984	0.0222531	0.0208623	7695.33	1.28482e-06	8.7724e-07	406	0.0634375	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	49	72	23.976	0.041979	0.0209895	10168.2	1.5636e-06	7.37203e-07	405	0.05625	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	48	64	27.008	0.0276817	0	8320	2.06171e-06	7.84489e-07	400	0.0606061	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	19	69	14.973	0.054917	0	8205.43	1.53028e-06	1.08236e-06	829	0.116761	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	55	64	22.016	0.0716463	0.0243902	9278.6	9.46559e-07	5.6758e-07	434	0.0678125	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	69	68	21.012	0.0217077	0.0202605	10119.3	9.50341e-07	5.7949e-07	341	0.0494203	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	15	67	19.028	0.0628492	0	9443.47	1.35456e-06	7.89765e-07	851	0.127015	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	62	87	28.971	0.0689655	0.0344828	9047.36	1.31614e-06	8.13323e-07	436	0.0501149	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	57	85	31.96	0.0560897	0	9375.37	1.54082e-06	7.86096e-07	434	0.0504651	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	20	68	21.012	0.0419682	0.0217077	10417	1.17111e-06	6.37958e-07	741	0.108971	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	66	74	15.022	0.033877	0.0514429	9246.8	1.61671e-06	1.09548e-06	400	0.0540541	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	21	73	27.01	0.152381	0.0222222	9954.92	8.35899e-07	5.01604e-07	789	0.1052	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	23	70	21	0.0614286	0	9765.74	1.30252e-06	7.39843e-07	711	0.0948	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	5	72	25.992	0.0438185	0	9858.16	1.31819e-06	6.57392e-07	866	0.11863	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	31	57	18.981	0.0269865	0	7998	1.2989e-06	7.51787e-07	490	0.0859649	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	72	75	18.975	0.0896921	0	10412.1	1.46359e-06	8.52646e-07	394	0.0518421	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	27	71	25.986	0.044164	0.044164	10341.7	1.18276e-06	5.83066e-07	555	0.078169	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	71	75	27	0.0421875	0	8729.33	1.39448e-06	7.76022e-07	409	0.0538158	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	17	80	22.96	0.0350631	0.0350631	7831.66	1.48004e-06	1.01599e-06	827	0.103375	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	60	89	38.003	0.0191972	0	7357.51	1.66932e-06	9.50295e-07	392	0.0435556	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	68	85	27.03	0.0175953	0.0337243	10229.4	1.77985e-06	8.80388e-07	417	0.047931	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	53	88	33	0.0912	0.0368	11201.6	9.29659e-07	5.17819e-07	413	0.0464045	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	43	72	14.976	0.0707071	0	8023.04	1.57498e-06	1.14979e-06	350	0.0479452	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	42	77	29.029	0.0834671	0	9535.95	1.23925e-06	6.5721e-07	484	0.0612658	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	11	71	23.998	0.0845921	0.021148	10223.5	1.16754e-06	6.21842e-07	854	0.115405	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	8	65	25.025	0.0243902	0.0260163	11114	1.25028e-06	5.02651e-07	921	0.137463	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	64	64	20.032	0.0917031	0.0451237	8087.63	9.905e-07	6.7786e-07	419	0.0644615	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	12	73	22.995	0.080292	0	10051.8	1.33884e-06	7.22857e-07	855	0.115541	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
51	2	80	TAXAB	32	72	16.992	0.0366492	0.0366492	9170.94	1.32546e-06	8.96623e-07	496	0.067027	0.504335	0.530677	0.479338	0.699238	0.725277	0.786516	1	0.728384	0.590518	0.589197	0.653319
