,byr,race,interval,vmn1,vsd1,vnu1,vnms1,vfin1,year,ctr1,type,ltax,xltax
4677,53,1,6,9635.93,7851.91,229,1.5,0.175,79,17,TAXAB,0.066,0.039
4678,53,1,7,9466.42,7870.05,248,3.0,0.21,79,17,TAXAB,0.06,0.048
4679,53,1,8,9871.34,7279.84,246,1.5,0.146,79,17,TAXAB,0.045,0.028
4680,53,1,9,9833.9,7529.02,256,5.0,0.121,79,17,TAXAB,0.055,0.035
4681,53,1,10,10633.22,7207.22,223,1.5,0.148,79,17,TAXAB,0.049,0.031
4682,53,1,11,9153.49,7063.0,226,9.0,0.137,79,17,TAXAB,0.031,0.018
4683,53,1,12,9062.06,7030.87,261,3.0,0.211,79,17,TAXAB,0.042,0.038
4684,53,1,13,9751.78,7418.87,293,6.0,0.147,79,17,TAXAB,0.058,0.055
4685,53,1,14,10469.02,8708.87,257,4.0,0.156,79,17,TAXAB,0.093,0.062
4686,53,1,15,10933.25,7455.73,252,1.5,0.119,79,17,TAXAB,0.071,0.06
4687,53,1,16,10368.25,6969.66,268,0.0,0.108,79,17,TAXAB,0.037,0.034
4688,53,1,17,9243.26,7453.25,227,0.0,0.167,79,17,TAXAB,0.066,0.048
4689,53,1,18,9795.94,6950.54,256,1.5,0.145,79,17,TAXAB,0.039,0.023
4690,53,1,19,10399.02,7157.93,231,3.0,0.16,79,17,TAXAB,0.052,0.043
4691,53,1,20,9722.48,7334.81,259,1.5,0.154,79,17,TAXAB,0.054,0.039
4692,53,1,21,10067.79,7404.98,244,5.0,0.143,79,17,TAXAB,0.057,0.025
4693,53,1,22,10509.61,7176.76,214,1.5,0.136,79,17,TAXAB,0.07,0.065
4694,53,1,23,9443.94,7736.95,254,6.0,0.189,79,17,TAXAB,0.047,0.035
4695,53,1,24,9745.19,7162.33,246,1.5,0.114,79,17,TAXAB,0.049,0.041
4696,53,1,25,10385.86,7611.51,222,3.0,0.149,79,17,TAXAB,0.063,0.045
4697,53,1,26,10126.86,6912.89,237,1.5,0.122,79,17,TAXAB,0.059,0.042
4698,53,1,27,10381.73,7296.96,263,3.0,0.141,79,17,TAXAB,0.053,0.034
4699,53,1,28,10440.57,7334.92,237,1.5,0.148,79,17,TAXAB,0.059,0.046
4700,53,1,29,10045.6,7184.55,236,1.5,0.148,79,17,TAXAB,0.047,0.038
4701,53,1,30,9526.93,7203.82,228,0.0,0.171,79,17,TAXAB,0.061,0.044
4702,53,1,31,9075.91,7337.33,220,5.0,0.186,79,17,TAXAB,0.045,0.018
4703,53,1,32,9785.6,7155.05,253,0.0,0.166,79,17,TAXAB,0.055,0.04
4704,53,1,33,9788.58,6842.37,223,3.0,0.135,79,17,TAXAB,0.049,0.049
4705,53,1,34,9614.49,7506.36,244,1.5,0.16,79,17,TAXAB,0.066,0.053
4706,53,1,35,9815.85,7199.47,233,5.0,0.137,79,17,TAXAB,0.073,0.056
4707,53,1,36,10000.91,7109.43,224,3.0,0.121,79,17,TAXAB,0.071,0.054
4708,53,1,37,9542.7,6760.39,231,1.5,0.139,79,17,TAXAB,0.013,0.009
4709,53,1,38,10373.29,7369.43,261,5.0,0.13,79,17,TAXAB,0.077,0.042
4710,53,1,39,8877.96,6875.69,251,1.5,0.183,79,17,TAXAB,0.024,0.02
4711,53,1,40,9159.59,7389.85,256,3.0,0.215,79,17,TAXAB,0.043,0.031
4712,53,1,41,9199.35,7421.68,240,1.5,0.192,79,17,TAXAB,0.063,0.037
4713,53,1,42,9551.19,7590.94,247,3.0,0.19,79,17,TAXAB,0.077,0.061
4714,53,1,43,9154.78,7050.87,209,1.5,0.153,79,17,TAXAB,0.043,0.038
4715,53,1,44,9522.48,6529.43,263,1.5,0.144,79,17,TAXAB,0.038,0.034
4716,53,1,45,9351.57,7006.61,228,4.0,0.145,79,17,TAXAB,0.044,0.044
4717,53,1,46,9852.71,7156.25,259,4.0,0.151,79,17,TAXAB,0.046,0.039
4718,53,1,47,9285.44,7244.24,231,1.5,0.152,79,17,TAXAB,0.043,0.026
4719,53,1,48,9422.99,7031.83,207,4.0,0.174,79,17,TAXAB,0.039,0.024
4720,53,1,49,9847.42,6792.78,218,3.0,0.119,79,17,TAXAB,0.041,0.032
4721,53,1,50,10023.47,7420.4,242,0.0,0.174,79,17,TAXAB,0.054,0.045
4722,53,1,51,9081.97,7359.22,217,4.0,0.198,79,17,TAXAB,0.041,0.032
4723,53,1,52,9396.81,7065.55,250,5.0,0.152,79,17,TAXAB,0.036,0.028
4724,53,1,53,9868.99,7447.64,226,6.0,0.173,79,17,TAXAB,0.053,0.044
4725,53,1,54,10179.69,6797.2,268,1.5,0.127,79,17,TAXAB,0.049,0.049
4726,53,1,55,9740.93,7632.76,209,1.5,0.172,79,17,TAXAB,0.057,0.033
4727,53,1,56,10051.22,7703.96,245,3.0,0.151,79,17,TAXAB,0.061,0.045
4728,53,1,57,9241.49,6853.49,237,8.0,0.156,79,17,TAXAB,0.034,0.025
4729,53,1,58,9502.14,7549.57,253,3.0,0.162,79,17,TAXAB,0.067,0.051
4730,53,1,59,9630.15,7452.08,268,4.0,0.138,79,17,TAXAB,0.056,0.041
4731,53,1,60,10030.72,7364.91,208,3.0,0.173,79,17,TAXAB,0.077,0.072
4732,53,1,61,9564.54,7351.45,253,1.5,0.154,79,17,TAXAB,0.067,0.055
4733,53,1,62,10297.09,7758.75,224,1.5,0.161,79,17,TAXAB,0.054,0.04
4734,53,1,63,9667.0,7722.28,251,1.5,0.191,79,17,TAXAB,0.072,0.052
4735,53,1,64,9218.47,7245.95,230,1.5,0.2,79,17,TAXAB,0.061,0.048
4736,53,1,65,9580.77,7388.89,241,4.0,0.191,79,17,TAXAB,0.058,0.054
4737,53,1,66,10254.5,6909.5,232,6.0,0.103,79,17,TAXAB,0.056,0.026
4738,53,1,67,9961.47,7449.14,249,1.5,0.153,79,17,TAXAB,0.06,0.04
4739,53,1,68,9181.71,7457.13,228,1.5,0.189,79,17,TAXAB,0.044,0.039
4740,53,1,69,9881.32,7522.81,228,1.5,0.175,79,17,TAXAB,0.07,0.057
4741,53,1,70,10019.62,7713.39,261,5.0,0.138,79,17,TAXAB,0.069,0.05
4742,53,1,71,8843.27,6910.73,239,1.5,0.18,79,17,TAXAB,0.029,0.029
4743,53,1,72,10585.88,7845.25,260,1.5,0.158,79,17,TAXAB,0.077,0.042
4744,53,1,73,10523.53,7081.5,215,1.5,0.135,79,17,TAXAB,0.088,0.074
4745,53,1,1,9893.54,8123.22,259,1.5,0.212,80,19,TAXAB,0.042,0.031
4746,53,1,2,11487.88,8315.43,225,1.5,0.151,80,19,TAXAB,0.04,0.022
4747,53,1,3,10051.91,8096.01,268,5.0,0.179,80,19,TAXAB,0.037,0.019
4748,53,1,4,11056.5,8126.33,240,3.0,0.133,80,19,TAXAB,0.067,0.058
4749,53,1,5,11428.23,8164.16,222,4.0,0.144,80,19,TAXAB,0.036,0.009
4750,53,1,6,10260.86,9134.97,229,1.5,0.188,80,19,TAXAB,0.07,0.039
4751,53,1,7,10821.02,8785.01,247,4.0,0.198,80,19,TAXAB,0.053,0.032
4752,53,1,8,10960.06,8346.19,246,1.5,0.171,80,19,TAXAB,0.045,0.033
4753,53,1,9,11060.53,8241.96,256,5.0,0.141,80,19,TAXAB,0.059,0.055
4754,53,1,10,11431.37,8880.46,222,3.0,0.153,80,19,TAXAB,0.054,0.045
4755,53,1,11,9820.63,8133.75,225,10.0,0.196,80,19,TAXAB,0.031,0.027
4756,53,1,12,10174.11,8275.25,261,3.0,0.207,80,19,TAXAB,0.031,0.023
4757,53,1,13,10904.18,8281.78,292,7.0,0.14,80,19,TAXAB,0.062,0.062
4758,53,1,14,11483.09,8814.93,257,4.0,0.16,80,19,TAXAB,0.066,0.047
4759,53,1,15,11275.24,8637.19,252,1.5,0.147,80,19,TAXAB,0.087,0.063
4760,53,1,16,10930.84,8125.39,268,0.0,0.138,80,19,TAXAB,0.041,0.034
4761,53,1,17,9992.46,8223.44,227,0.0,0.154,80,19,TAXAB,0.057,0.048
4762,53,1,18,10743.23,8092.36,255,3.0,0.141,80,19,TAXAB,0.051,0.035
4763,53,1,19,11348.24,8253.68,231,3.0,0.156,80,19,TAXAB,0.061,0.056
4764,53,1,20,11018.9,8382.43,259,1.5,0.143,80,19,TAXAB,0.066,0.046
4765,53,1,21,10642.6,7695.4,243,6.0,0.14,80,19,TAXAB,0.045,0.045
4766,53,1,22,12190.69,8499.05,214,1.5,0.154,80,19,TAXAB,0.079,0.07
4767,53,1,23,10068.24,8691.45,254,6.0,0.189,80,19,TAXAB,0.055,0.039
4768,53,1,24,10911.76,8115.14,245,3.0,0.139,80,19,TAXAB,0.057,0.041
4769,53,1,25,11118.74,8319.15,222,3.0,0.171,80,19,TAXAB,0.05,0.041
4770,53,1,26,10918.07,7812.24,237,1.5,0.139,80,19,TAXAB,0.034,0.034
4771,53,1,27,10776.11,8326.84,262,4.0,0.126,80,19,TAXAB,0.053,0.034
4772,53,1,28,11636.38,8518.45,236,1.5,0.148,80,19,TAXAB,0.072,0.059
4773,53,1,29,11206.93,8123.54,236,1.5,0.169,80,19,TAXAB,0.055,0.034
4774,53,1,30,10621.43,8293.42,228,0.0,0.184,80,19,TAXAB,0.061,0.053
4775,53,1,31,10050.67,8667.58,219,6.0,0.201,80,19,TAXAB,0.068,0.046
4776,53,1,32,10685.71,8613.38,252,1.5,0.183,80,19,TAXAB,0.052,0.036
4777,53,1,33,10828.36,7928.89,222,4.0,0.149,80,19,TAXAB,0.045,0.032
4778,53,1,34,10255.07,8194.48,243,1.5,0.173,80,19,TAXAB,0.041,0.033
4779,53,1,35,10970.42,8109.58,232,6.0,0.155,80,19,TAXAB,0.056,0.047
4780,53,1,36,11434.91,8419.4,224,3.0,0.134,80,19,TAXAB,0.08,0.071
4781,53,1,37,10678.35,7978.42,231,1.5,0.173,80,19,TAXAB,0.039,0.039
4782,53,1,38,10946.91,7990.52,259,7.0,0.139,80,19,TAXAB,0.062,0.054
4783,53,1,39,10143.7,8153.67,251,1.5,0.183,80,19,TAXAB,0.044,0.032
4784,53,1,40,10452.39,8384.38,256,3.0,0.215,80,19,TAXAB,0.043,0.027
4785,53,1,41,9963.05,8207.81,239,3.0,0.218,80,19,TAXAB,0.05,0.029
4786,53,1,42,10186.4,8273.05,247,3.0,0.19,80,19,TAXAB,0.045,0.045
4787,53,1,43,10539.49,8141.35,209,1.5,0.158,80,19,TAXAB,0.043,0.029
4788,53,1,44,11128.39,7961.11,262,3.0,0.153,80,19,TAXAB,0.046,0.031
4789,53,1,45,10423.61,8052.52,228,4.0,0.158,80,19,TAXAB,0.053,0.048
4790,53,1,46,10900.75,8387.53,258,5.0,0.182,80,19,TAXAB,0.058,0.054
4791,53,1,47,10341.59,8619.81,231,1.5,0.186,80,19,TAXAB,0.043,0.026
4792,53,1,48,10882.15,8420.58,206,5.0,0.189,80,19,TAXAB,0.039,0.024
4793,53,1,49,11022.74,8033.16,218,3.0,0.138,80,19,TAXAB,0.05,0.032
4794,53,1,50,11249.14,8676.31,241,1.5,0.191,80,19,TAXAB,0.066,0.05
4795,53,1,51,9770.66,8312.95,216,5.0,0.204,80,19,TAXAB,0.028,0.019
4796,53,1,52,10767.82,7905.86,249,6.0,0.157,80,19,TAXAB,0.036,0.028
4797,53,1,53,11309.45,8159.05,225,7.0,0.16,80,19,TAXAB,0.044,0.04
4798,53,1,54,11102.04,8041.35,268,1.5,0.131,80,19,TAXAB,0.052,0.041
4799,53,1,55,11216.01,8743.25,208,1.5,0.168,80,19,TAXAB,0.063,0.043
4800,53,1,56,11115.7,8556.58,244,4.0,0.148,80,19,TAXAB,0.049,0.033
4801,53,1,57,10070.31,7851.96,237,8.0,0.169,80,19,TAXAB,0.034,0.03
4802,53,1,58,10707.59,8498.4,253,3.0,0.178,80,19,TAXAB,0.063,0.055
4803,53,1,59,11130.35,8102.15,267,5.0,0.157,80,19,TAXAB,0.045,0.034
4804,53,1,60,11266.88,8506.77,208,3.0,0.163,80,19,TAXAB,0.072,0.063
4805,53,1,61,10847.84,8711.42,253,1.5,0.17,80,19,TAXAB,0.051,0.047
4806,53,1,62,11664.28,8619.57,224,1.5,0.165,80,19,TAXAB,0.063,0.049
4807,53,1,63,11210.31,8739.17,251,1.5,0.183,80,19,TAXAB,0.068,0.048
4808,53,1,64,10778.52,8640.12,230,1.5,0.178,80,19,TAXAB,0.061,0.043
4809,53,1,65,10840.85,8793.74,240,5.0,0.2,80,19,TAXAB,0.063,0.05
4810,53,1,66,11237.44,8089.41,232,6.0,0.147,80,19,TAXAB,0.056,0.034
4811,53,1,67,11143.2,8538.52,249,1.5,0.157,80,19,TAXAB,0.072,0.052
4812,53,1,68,10577.28,8608.57,228,1.5,0.197,80,19,TAXAB,0.048,0.039
4813,53,1,69,10117.14,8279.03,228,1.5,0.189,80,19,TAXAB,0.07,0.053
4814,53,1,70,11203.39,8229.91,261,5.0,0.149,80,19,TAXAB,0.073,0.057
4815,53,1,71,9262.55,7591.13,239,1.5,0.197,80,19,TAXAB,0.033,0.021
4816,53,1,72,11366.32,8737.59,260,1.5,0.158,80,19,TAXAB,0.058,0.042
4817,53,1,73,11613.17,8545.44,215,1.5,0.144,80,19,TAXAB,0.074,0.065
4818,53,1,1,10606.85,9247.97,259,1.5,0.201,81,21,TAXAB,0.031,0.008
4819,53,1,2,13359.83,9546.41,224,3.0,0.188,81,21,TAXAB,0.063,0.04
4820,53,1,3,11385.65,9574.82,267,6.0,0.172,81,21,TAXAB,0.045,0.037
4821,53,1,4,12322.07,9442.04,239,4.0,0.151,81,21,TAXAB,0.063,0.046
4822,53,1,5,13132.1,9676.86,221,5.0,0.149,81,21,TAXAB,0.059,0.05
4823,53,1,6,11592.4,9998.64,229,1.5,0.188,81,21,TAXAB,0.061,0.039
4824,53,1,7,12306.89,10152.59,246,5.0,0.203,81,21,TAXAB,0.057,0.033
4825,53,1,8,12330.67,9427.71,246,1.5,0.175,81,21,TAXAB,0.041,0.037
4826,53,1,9,12698.21,9654.56,256,5.0,0.164,81,21,TAXAB,0.066,0.051
4827,53,1,10,12732.59,10186.44,222,3.0,0.176,81,21,TAXAB,0.059,0.045
4828,53,1,11,11814.66,9278.58,223,12.0,0.184,81,21,TAXAB,0.036,0.036
4829,53,1,12,11410.5,9507.42,261,3.0,0.203,81,21,TAXAB,0.034,0.027
4830,53,1,13,12848.88,9631.02,291,8.0,0.151,81,21,TAXAB,0.058,0.055
4831,53,1,14,13115.1,9766.25,256,5.0,0.16,81,21,TAXAB,0.074,0.063
4832,53,1,15,12920.89,9764.18,252,1.5,0.151,81,21,TAXAB,0.06,0.044
4833,53,1,16,12349.6,9124.95,268,0.0,0.119,81,21,TAXAB,0.041,0.041
4834,53,1,17,11486.31,9327.64,227,0.0,0.189,81,21,TAXAB,0.048,0.048
4835,53,1,18,12225.31,9072.5,254,4.0,0.13,81,21,TAXAB,0.035,0.031
4836,53,1,19,13364.07,12324.63,231,3.0,0.143,81,21,TAXAB,0.052,0.043
4837,53,1,20,13173.46,9805.43,259,1.5,0.147,81,21,TAXAB,0.081,0.069
4838,53,1,21,12100.81,8532.93,242,7.0,0.174,81,21,TAXAB,0.041,0.037
4839,53,1,22,13287.08,9547.47,214,1.5,0.136,81,21,TAXAB,0.056,0.051
4840,53,1,23,12057.47,9728.89,252,8.0,0.187,81,21,TAXAB,0.048,0.04
4841,53,1,24,12490.56,9234.53,245,3.0,0.143,81,21,TAXAB,0.045,0.045
4842,53,1,25,12336.21,9633.6,222,3.0,0.171,81,21,TAXAB,0.054,0.045
4843,53,1,26,12234.31,9633.8,236,1.5,0.182,81,21,TAXAB,0.047,0.042
4844,53,1,27,12256.59,9680.41,261,5.0,0.153,81,21,TAXAB,0.061,0.038
4845,53,1,28,13285.54,9424.4,235,3.0,0.145,81,21,TAXAB,0.051,0.043
4846,53,1,29,12584.72,9331.63,236,1.5,0.174,81,21,TAXAB,0.047,0.03
4847,53,1,30,12125.18,9541.39,228,0.0,0.171,81,21,TAXAB,0.057,0.048
4848,53,1,31,11710.63,10287.29,219,6.0,0.174,81,21,TAXAB,0.05,0.032
4849,53,1,32,12240.18,9242.66,251,1.5,0.163,81,21,TAXAB,0.044,0.028
4850,53,1,33,12344.99,9382.52,222,4.0,0.162,81,21,TAXAB,0.045,0.027
4851,53,1,34,11209.2,9490.12,243,1.5,0.177,81,21,TAXAB,0.037,0.029
4852,53,1,35,12744.98,9519.53,231,7.0,0.182,81,21,TAXAB,0.065,0.056
4853,53,1,36,12792.84,9557.6,223,4.0,0.143,81,21,TAXAB,0.072,0.072
4854,53,1,37,11926.42,9028.1,231,1.5,0.186,81,21,TAXAB,0.026,0.022
4855,53,1,38,12255.57,9755.99,257,9.0,0.148,81,21,TAXAB,0.07,0.062
4856,53,1,39,11312.97,9104.6,251,1.5,0.163,81,21,TAXAB,0.048,0.036
4857,53,1,40,12140.23,9618.29,256,3.0,0.199,81,21,TAXAB,0.07,0.051
4858,53,1,41,11290.43,9704.2,239,3.0,0.226,81,21,TAXAB,0.059,0.059
4859,53,1,42,11627.68,9472.12,247,3.0,0.178,81,21,TAXAB,0.061,0.061
4860,53,1,43,11569.65,9188.12,208,1.5,0.163,81,21,TAXAB,0.043,0.034
4861,53,1,44,12478.37,8745.23,262,3.0,0.164,81,21,TAXAB,0.027,0.019
4862,53,1,45,11667.37,9428.69,228,4.0,0.18,81,21,TAXAB,0.048,0.035
4863,53,1,46,12368.37,9410.78,258,5.0,0.167,81,21,TAXAB,0.054,0.054
4864,53,1,47,11944.11,9921.0,230,1.5,0.2,81,21,TAXAB,0.043,0.03
4865,53,1,48,12315.73,9729.3,206,5.0,0.184,81,21,TAXAB,0.044,0.029
4866,53,1,49,12245.0,9269.64,217,4.0,0.152,81,21,TAXAB,0.037,0.028
4867,53,1,50,12143.78,9619.45,241,1.5,0.195,81,21,TAXAB,0.066,0.062
4868,53,1,51,11247.92,9520.93,216,5.0,0.194,81,21,TAXAB,0.032,0.028
4869,53,1,52,12612.96,9266.27,249,6.0,0.137,81,21,TAXAB,0.048,0.024
4870,53,1,53,12460.37,9805.2,225,7.0,0.178,81,21,TAXAB,0.04,0.031
4871,53,1,54,12417.83,9067.87,267,1.5,0.131,81,21,TAXAB,0.034,0.026
4872,53,1,55,12700.52,9712.93,207,3.0,0.169,81,21,TAXAB,0.072,0.053
4873,53,1,56,12246.87,9774.19,243,5.0,0.177,81,21,TAXAB,0.058,0.045
4874,53,1,57,11173.89,9077.33,237,8.0,0.198,81,21,TAXAB,0.042,0.038
4875,53,1,58,12231.19,9579.46,253,3.0,0.182,81,21,TAXAB,0.067,0.051
4876,53,1,59,12506.2,10066.19,266,6.0,0.165,81,21,TAXAB,0.06,0.041
4877,53,1,60,13238.41,9871.58,207,4.0,0.164,81,21,TAXAB,0.053,0.039
4878,53,1,61,12470.25,10190.62,253,1.5,0.166,81,21,TAXAB,0.047,0.024
4879,53,1,62,13217.77,10188.91,223,3.0,0.175,81,21,TAXAB,0.094,0.081
4880,53,1,63,12679.09,10426.51,250,3.0,0.196,81,21,TAXAB,0.072,0.048
4881,53,1,64,11639.91,9436.12,230,1.5,0.204,81,21,TAXAB,0.035,0.03
4882,53,1,65,11966.93,9874.63,240,5.0,0.204,81,21,TAXAB,0.054,0.05
4883,53,1,66,12404.92,9007.44,232,6.0,0.125,81,21,TAXAB,0.056,0.034
4884,53,1,67,12537.0,9450.57,248,3.0,0.145,81,21,TAXAB,0.06,0.052
4885,53,1,68,11910.46,9830.53,228,1.5,0.189,81,21,TAXAB,0.057,0.048
4886,53,1,69,11801.75,9815.09,228,1.5,0.193,81,21,TAXAB,0.057,0.039
4887,53,1,70,12614.33,9920.7,261,5.0,0.165,81,21,TAXAB,0.061,0.038
4888,53,1,71,10629.52,9056.6,238,3.0,0.189,81,21,TAXAB,0.029,0.021
4889,53,1,72,12692.74,9823.28,260,1.5,0.142,81,21,TAXAB,0.073,0.05
4890,53,1,73,12949.26,9697.77,215,1.5,0.158,81,21,TAXAB,0.074,0.056
4891,53,1,1,10992.78,10299.49,259,1.5,0.247,82,23,TAXAB,0.027,0.019
4892,53,1,2,14050.22,10903.58,224,3.0,0.196,82,23,TAXAB,0.08,0.058
4893,53,1,3,12094.51,9994.54,266,7.0,0.199,82,23,TAXAB,0.045,0.045
4894,53,1,4,13154.27,10291.78,239,4.0,0.167,82,23,TAXAB,0.059,0.054
4895,53,1,5,13929.21,10929.94,221,5.0,0.172,82,23,TAXAB,0.041,0.032
4896,53,1,6,12844.11,11349.64,228,1.5,0.175,82,23,TAXAB,0.066,0.053
4897,53,1,7,13115.43,10987.71,246,5.0,0.22,82,23,TAXAB,0.057,0.041
4898,53,1,8,12895.18,10369.14,244,3.0,0.176,82,23,TAXAB,0.049,0.041
4899,53,1,9,13676.82,10875.09,256,5.0,0.164,82,23,TAXAB,0.07,0.055
4900,53,1,10,13892.26,11556.67,222,3.0,0.194,82,23,TAXAB,0.063,0.05
4901,53,1,11,12482.07,10147.7,223,12.0,0.184,82,23,TAXAB,0.036,0.031
4902,53,1,12,11921.74,10639.8,261,3.0,0.249,82,23,TAXAB,0.031,0.027
4903,53,1,13,13600.05,10743.41,291,8.0,0.168,82,23,TAXAB,0.069,0.052
4904,53,1,14,13320.75,10591.64,256,5.0,0.184,82,23,TAXAB,0.047,0.043
4905,53,1,15,13385.61,10488.37,251,1.5,0.159,82,23,TAXAB,0.056,0.044
4906,53,1,16,13251.9,10268.08,268,0.0,0.127,82,23,TAXAB,0.049,0.037
4907,53,1,17,12130.78,10511.33,227,0.0,0.203,82,23,TAXAB,0.057,0.048
4908,53,1,18,13007.56,10282.58,252,6.0,0.159,82,23,TAXAB,0.048,0.036
4909,53,1,19,13576.69,10210.74,231,3.0,0.173,82,23,TAXAB,0.048,0.048
4910,53,1,20,14762.04,11117.53,259,1.5,0.178,82,23,TAXAB,0.089,0.069
4911,53,1,21,12691.49,10133.22,242,7.0,0.182,82,23,TAXAB,0.05,0.033
4912,53,1,22,14018.82,10740.2,214,1.5,0.159,82,23,TAXAB,0.061,0.056
4913,53,1,23,12654.3,10729.66,252,8.0,0.206,82,23,TAXAB,0.052,0.048
4914,53,1,24,13244.55,10216.08,245,3.0,0.143,82,23,TAXAB,0.049,0.041
4915,53,1,25,13740.21,10200.29,222,3.0,0.176,82,23,TAXAB,0.054,0.05
4916,53,1,26,12977.9,10328.24,235,3.0,0.174,82,23,TAXAB,0.043,0.038
4917,53,1,27,13006.24,11260.49,261,5.0,0.165,82,23,TAXAB,0.061,0.038
4918,53,1,28,13046.32,10191.99,235,3.0,0.149,82,23,TAXAB,0.051,0.051
4919,53,1,29,13231.14,10680.79,236,1.5,0.195,82,23,TAXAB,0.051,0.034
4920,53,1,30,12001.31,10441.31,228,0.0,0.206,82,23,TAXAB,0.039,0.026
4921,53,1,31,11929.56,10465.54,219,6.0,0.192,82,23,TAXAB,0.068,0.05
4922,53,1,32,13873.89,10632.45,251,1.5,0.187,82,23,TAXAB,0.064,0.04
4923,53,1,33,12014.27,10186.62,222,4.0,0.194,82,23,TAXAB,0.041,0.027
4924,53,1,34,11959.26,10443.03,242,3.0,0.178,82,23,TAXAB,0.054,0.037
4925,53,1,35,13035.72,10531.74,231,7.0,0.173,82,23,TAXAB,0.056,0.043
4926,53,1,36,14168.97,10770.46,222,5.0,0.158,82,23,TAXAB,0.077,0.068
4927,53,1,37,12544.48,9806.94,231,1.5,0.182,82,23,TAXAB,0.026,0.022
4928,53,1,38,13046.96,11019.18,257,9.0,0.175,82,23,TAXAB,0.074,0.058
4929,53,1,39,11835.44,10188.06,251,1.5,0.219,82,23,TAXAB,0.04,0.02
4930,53,1,40,13060.48,10520.76,256,3.0,0.188,82,23,TAXAB,0.055,0.035
4931,53,1,41,12774.4,11133.57,239,3.0,0.238,82,23,TAXAB,0.063,0.046
4932,53,1,42,12300.08,10719.62,247,3.0,0.215,82,23,TAXAB,0.053,0.045
4933,53,1,43,12235.81,10562.35,207,3.0,0.184,82,23,TAXAB,0.053,0.039
4934,53,1,44,13706.15,9857.69,262,3.0,0.168,82,23,TAXAB,0.031,0.027
4935,53,1,45,11844.34,10541.52,228,4.0,0.211,82,23,TAXAB,0.039,0.031
4936,53,1,46,13485.94,10552.7,258,5.0,0.209,82,23,TAXAB,0.062,0.047
4937,53,1,47,12889.46,11388.47,229,3.0,0.231,82,23,TAXAB,0.061,0.044
4938,53,1,48,13047.02,10915.27,206,5.0,0.214,82,23,TAXAB,0.049,0.039
4939,53,1,49,13825.17,10627.39,217,4.0,0.134,82,23,TAXAB,0.051,0.037
4940,53,1,50,12799.5,10833.04,241,1.5,0.212,82,23,TAXAB,0.062,0.05
4941,53,1,51,11548.02,10440.93,216,5.0,0.259,82,23,TAXAB,0.028,0.023
4942,53,1,52,12953.4,10280.39,249,6.0,0.181,82,23,TAXAB,0.044,0.024
4943,53,1,53,12997.05,10505.15,225,7.0,0.187,82,23,TAXAB,0.049,0.04
4944,53,1,54,12694.73,10342.57,267,1.5,0.187,82,23,TAXAB,0.041,0.037
4945,53,1,55,13302.78,10770.83,207,3.0,0.174,82,23,TAXAB,0.068,0.058
4946,53,1,56,12834.72,11086.16,243,5.0,0.214,82,23,TAXAB,0.074,0.062
4947,53,1,57,11693.64,10142.45,237,8.0,0.236,82,23,TAXAB,0.051,0.042
4948,53,1,58,13018.77,10338.63,253,3.0,0.174,82,23,TAXAB,0.051,0.051
4949,53,1,59,12315.67,10712.9,266,6.0,0.188,82,23,TAXAB,0.045,0.034
4950,53,1,60,13494.34,10851.51,207,4.0,0.179,82,23,TAXAB,0.058,0.053
4951,53,1,61,13056.84,11142.46,253,1.5,0.198,82,23,TAXAB,0.063,0.043
4952,53,1,62,13632.51,11234.07,222,4.0,0.18,82,23,TAXAB,0.099,0.095
4953,53,1,63,13180.66,11640.04,250,3.0,0.22,82,23,TAXAB,0.068,0.048
4954,53,1,64,12114.12,10710.5,230,1.5,0.226,82,23,TAXAB,0.048,0.035
4955,53,1,65,13215.2,11203.57,239,6.0,0.192,82,23,TAXAB,0.071,0.054
4956,53,1,66,13309.84,10603.76,232,6.0,0.159,82,23,TAXAB,0.069,0.043
4957,53,1,67,13727.37,10738.09,248,3.0,0.157,82,23,TAXAB,0.065,0.06
4958,53,1,68,12741.07,10655.91,228,1.5,0.197,82,23,TAXAB,0.057,0.057
4959,53,1,69,12125.68,10613.3,228,1.5,0.197,82,23,TAXAB,0.075,0.061
4960,53,1,70,14130.81,10480.74,261,5.0,0.146,82,23,TAXAB,0.065,0.05
4961,53,1,71,11623.79,9768.45,238,3.0,0.193,82,23,TAXAB,0.034,0.025
4962,53,1,72,13756.31,10915.65,258,4.0,0.147,82,23,TAXAB,0.062,0.039
4963,53,1,73,13335.45,10105.94,215,1.5,0.13,82,23,TAXAB,0.06,0.056
4964,53,1,1,12038.44,11471.13,259,1.5,0.247,83,25,TAXAB,0.042,0.031
4965,53,1,2,14995.37,12232.9,224,3.0,0.205,83,25,TAXAB,0.085,0.071
4966,53,1,3,12875.62,11197.15,266,7.0,0.222,83,25,TAXAB,0.045,0.034
4967,53,1,4,14093.43,11260.93,239,4.0,0.192,83,25,TAXAB,0.059,0.05
4968,53,1,5,14029.23,11422.9,221,5.0,0.19,83,25,TAXAB,0.036,0.027
4969,53,1,6,12668.8,11317.64,228,1.5,0.197,83,25,TAXAB,0.053,0.048
4970,53,1,7,14011.52,12292.48,246,5.0,0.22,83,25,TAXAB,0.061,0.041
4971,53,1,8,12965.95,11405.86,244,3.0,0.201,83,25,TAXAB,0.045,0.037
4972,53,1,9,15087.93,11760.53,256,5.0,0.156,83,25,TAXAB,0.07,0.066
