,byr,race,interval,vmn1,vsd1,vnu1,vnms1,vfin1,year,ctr1,type,ltax,xltax
10917,45,1,41,12940.94,16569.0,185,7.0,0.384,80,20,TOTAL,0.151,0.0
10918,45,1,42,14667.61,19273.56,179,1.5,0.263,80,20,TOTAL,0.196,0.0
10919,45,1,43,10999.26,12955.37,191,6.0,0.351,80,20,TOTAL,0.115,0.0
10920,45,1,44,20399.22,92173.15,181,5.0,0.331,80,20,TOTAL,0.149,0.0
10921,45,1,45,13703.46,15501.9,185,9.0,0.297,80,20,TOTAL,0.135,0.0
10922,45,1,46,13230.9,14256.93,164,3.0,0.305,80,20,TOTAL,0.165,0.0
10923,45,1,47,16701.64,21417.49,194,8.0,0.237,80,20,TOTAL,0.175,0.0
10924,45,1,48,12229.6,17954.37,168,6.0,0.339,80,20,TOTAL,0.125,0.0
10925,45,1,49,12794.09,15674.51,180,3.0,0.361,80,20,TOTAL,0.161,0.0
10926,45,1,50,13191.27,21235.92,208,3.0,0.346,80,20,TOTAL,0.163,0.0
10927,45,1,51,12379.39,15743.35,163,6.0,0.387,80,20,TOTAL,0.16,0.0
10928,45,1,52,13171.28,17846.83,145,4.0,0.338,80,20,TOTAL,0.145,0.0
10929,45,1,53,12653.7,13512.82,184,4.0,0.304,80,20,TOTAL,0.136,0.0
10930,45,1,54,14417.36,17206.97,194,8.0,0.325,80,20,TOTAL,0.17,0.0
10931,45,1,55,11826.38,19673.65,173,4.0,0.37,80,20,TOTAL,0.145,0.0
10932,45,1,56,12090.86,12686.99,211,3.0,0.336,80,20,TOTAL,0.161,0.0
10933,45,1,57,12623.07,13667.82,147,3.0,0.313,80,20,TOTAL,0.163,0.0
10934,45,1,58,12932.06,14152.0,198,1.5,0.318,80,20,TOTAL,0.141,0.0
10935,45,1,59,11920.27,12711.09,187,1.5,0.396,80,20,TOTAL,0.155,0.0
10936,45,1,60,11695.89,17221.52,171,6.0,0.363,80,20,TOTAL,0.105,0.0
10937,45,1,61,14996.4,16911.19,179,1.5,0.307,80,20,TOTAL,0.196,0.0
10938,45,1,62,12669.73,12386.17,202,3.0,0.317,80,20,TOTAL,0.129,0.0
10939,45,1,63,14124.08,15076.37,187,5.0,0.262,80,20,TOTAL,0.139,0.0
10940,45,1,64,12118.39,13912.13,189,1.5,0.344,80,20,TOTAL,0.153,0.0
10941,45,1,65,14686.52,17003.64,192,1.5,0.328,80,20,TOTAL,0.208,0.0
10942,45,1,66,11065.26,12219.55,175,3.0,0.36,80,20,TOTAL,0.109,0.0
10943,45,1,67,14005.39,17405.78,157,3.0,0.344,80,20,TOTAL,0.178,0.0
10944,45,1,68,13763.46,15646.57,190,4.0,0.289,80,20,TOTAL,0.174,0.0
10945,45,1,69,12054.46,12530.35,155,8.0,0.323,80,20,TOTAL,0.161,0.0
10946,45,1,70,13170.95,13110.24,197,4.0,0.315,80,20,TOTAL,0.173,0.0
10947,45,1,71,12361.02,15052.41,175,7.0,0.366,80,20,TOTAL,0.131,0.0
10948,45,1,72,14420.3,20621.9,181,4.0,0.337,80,20,TOTAL,0.215,0.0
10949,45,1,73,13512.16,14307.86,212,3.0,0.34,80,20,TOTAL,0.175,0.0
10950,45,1,1,14077.77,15921.54,186,5.0,0.301,81,22,TOTAL,0.129,0.0
10951,45,1,2,14805.43,16981.79,181,4.0,0.309,81,22,TOTAL,0.138,0.0
10952,45,1,3,14973.75,17968.63,181,5.0,0.298,81,22,TOTAL,0.116,0.0
10953,45,1,4,16682.02,19424.33,214,6.0,0.322,81,22,TOTAL,0.21,0.0
10954,45,1,5,12632.87,13809.33,187,4.0,0.348,81,22,TOTAL,0.123,0.0
10955,45,1,6,12766.29,13527.47,142,7.0,0.317,81,22,TOTAL,0.085,0.0
10956,45,1,7,14822.39,21383.03,183,5.0,0.35,81,22,TOTAL,0.142,0.0
10957,45,1,8,18059.2,20183.16,173,3.0,0.306,81,22,TOTAL,0.22,0.0
10958,45,1,9,14873.27,13737.31,199,7.0,0.302,81,22,TOTAL,0.171,0.0
10959,45,1,10,13201.52,14480.96,185,3.0,0.378,81,22,TOTAL,0.124,0.0
10960,45,1,11,15740.08,16486.89,192,4.0,0.297,81,22,TOTAL,0.177,0.0
10961,45,1,12,16166.51,16629.69,173,3.0,0.272,81,22,TOTAL,0.168,0.0
10962,45,1,13,15585.27,17970.58,177,4.0,0.294,81,22,TOTAL,0.192,0.0
10963,45,1,14,15608.11,17929.92,182,6.0,0.269,81,22,TOTAL,0.126,0.0
10964,45,1,15,15661.51,17226.87,190,6.0,0.332,81,22,TOTAL,0.168,0.0
10965,45,1,16,15109.84,16634.98,177,4.0,0.333,81,22,TOTAL,0.169,0.0
10966,45,1,17,15438.18,16283.04,192,0.0,0.318,81,22,TOTAL,0.193,0.0
10967,45,1,18,15264.49,21307.69,175,7.0,0.371,81,22,TOTAL,0.137,0.0
10968,45,1,19,14530.65,18100.42,164,1.5,0.36,81,22,TOTAL,0.159,0.0
10969,45,1,20,14540.6,16102.18,192,3.0,0.292,81,22,TOTAL,0.135,0.0
10970,45,1,21,15647.92,16860.95,202,9.0,0.317,81,22,TOTAL,0.173,0.0
10971,45,1,22,16010.93,24105.83,167,9.0,0.353,81,22,TOTAL,0.144,0.0
10972,45,1,23,13849.49,13676.78,190,12.0,0.305,81,22,TOTAL,0.142,0.0
10973,45,1,24,14907.66,13732.22,184,1.5,0.255,81,22,TOTAL,0.141,0.0
10974,45,1,25,15520.18,15975.72,164,3.0,0.311,81,22,TOTAL,0.122,0.0
10975,45,1,26,14132.71,15582.08,188,6.0,0.335,81,22,TOTAL,0.16,0.0
10976,45,1,27,16113.44,19132.27,153,3.0,0.314,81,22,TOTAL,0.196,0.0
10977,45,1,28,14685.33,19160.37,169,3.0,0.396,81,22,TOTAL,0.16,0.0
10978,45,1,29,12681.31,15305.58,193,3.0,0.358,81,22,TOTAL,0.093,0.0
10979,45,1,30,20192.62,30258.54,190,3.0,0.247,81,22,TOTAL,0.226,0.0
10980,45,1,31,15503.35,16745.94,171,7.0,0.316,81,22,TOTAL,0.181,0.0
10981,45,1,32,12727.03,14539.62,199,1.5,0.382,81,22,TOTAL,0.126,0.0
10982,45,1,33,12166.7,13841.27,179,4.0,0.369,81,22,TOTAL,0.112,0.0
10983,45,1,34,17130.25,21293.1,211,1.5,0.294,81,22,TOTAL,0.161,0.0
10984,45,1,35,14142.28,15013.02,185,6.0,0.303,81,22,TOTAL,0.108,0.0
10985,45,1,36,15193.96,17023.94,182,7.0,0.324,81,22,TOTAL,0.176,0.0
10986,45,1,37,14235.41,15792.7,176,7.0,0.341,81,22,TOTAL,0.165,0.0
10987,45,1,38,14620.94,14702.79,194,6.0,0.278,81,22,TOTAL,0.16,0.005
10988,45,1,39,15712.97,16037.24,183,3.0,0.317,81,22,TOTAL,0.175,0.0
10989,45,1,40,14925.6,15730.02,174,8.0,0.282,81,22,TOTAL,0.138,0.0
10990,45,1,41,14557.62,16630.08,184,8.0,0.332,81,22,TOTAL,0.147,0.0
10991,45,1,42,14748.63,15766.22,179,1.5,0.296,81,22,TOTAL,0.145,0.0
10992,45,1,43,13080.2,15248.57,191,6.0,0.33,81,22,TOTAL,0.126,0.0
10993,45,1,44,15854.64,19284.6,180,6.0,0.3,81,22,TOTAL,0.161,0.0
10994,45,1,45,16385.47,21850.89,184,10.0,0.283,81,22,TOTAL,0.147,0.0
10995,45,1,46,15666.15,17897.99,164,3.0,0.28,81,22,TOTAL,0.152,0.0
10996,45,1,47,18444.6,26167.61,194,8.0,0.268,81,22,TOTAL,0.175,0.0
10997,45,1,48,15312.14,20233.0,168,6.0,0.286,81,22,TOTAL,0.137,0.0
10998,45,1,49,14383.79,17416.79,180,3.0,0.333,81,22,TOTAL,0.133,0.0
10999,45,1,50,16172.75,28950.93,208,3.0,0.313,81,22,TOTAL,0.139,0.0
11000,45,1,51,13863.79,18193.97,163,6.0,0.393,81,22,TOTAL,0.153,0.0
11001,45,1,52,14313.41,20271.4,145,4.0,0.324,81,22,TOTAL,0.159,0.0
11002,45,1,53,14984.54,16279.63,184,4.0,0.304,81,22,TOTAL,0.125,0.0
11003,45,1,54,14609.2,15075.39,193,9.0,0.311,81,22,TOTAL,0.119,0.0
11004,45,1,55,13085.24,17474.8,172,5.0,0.366,81,22,TOTAL,0.116,0.0
11005,45,1,56,13733.81,14667.18,211,3.0,0.346,81,22,TOTAL,0.133,0.0
11006,45,1,57,14311.24,15010.62,147,3.0,0.293,81,22,TOTAL,0.143,0.0
11007,45,1,58,13860.12,15767.44,198,1.5,0.338,81,22,TOTAL,0.141,0.0
11008,45,1,59,14150.85,15026.58,187,1.5,0.369,81,22,TOTAL,0.166,0.0
11009,45,1,60,13419.26,19367.02,171,6.0,0.392,81,22,TOTAL,0.105,0.0
11010,45,1,61,16369.94,17745.74,179,1.5,0.313,81,22,TOTAL,0.184,0.006
11011,45,1,62,14959.18,15654.62,202,3.0,0.297,81,22,TOTAL,0.124,0.0
11012,45,1,63,15301.39,15227.05,187,5.0,0.241,81,22,TOTAL,0.134,0.0
11013,45,1,64,13745.21,16533.47,189,1.5,0.328,81,22,TOTAL,0.143,0.0
11014,45,1,65,16777.96,19646.04,192,1.5,0.328,81,22,TOTAL,0.193,0.0
11015,45,1,66,12393.26,13891.23,175,3.0,0.349,81,22,TOTAL,0.114,0.0
11016,45,1,67,17391.54,23624.0,156,4.0,0.295,81,22,TOTAL,0.199,0.0
11017,45,1,68,15477.21,17991.3,189,5.0,0.275,81,22,TOTAL,0.175,0.0
11018,45,1,69,14156.34,14824.76,155,8.0,0.31,81,22,TOTAL,0.148,0.0
11019,45,1,70,14115.13,14755.02,197,4.0,0.33,81,22,TOTAL,0.142,0.0
11020,45,1,71,13659.76,18096.62,175,7.0,0.371,81,22,TOTAL,0.114,0.0
11021,45,1,72,16727.06,22769.32,180,5.0,0.283,81,22,TOTAL,0.183,0.0
11022,45,1,73,14894.41,16199.88,212,3.0,0.335,81,22,TOTAL,0.16,0.0
11023,45,1,1,15973.28,19501.58,186,5.0,0.285,82,24,TOTAL,0.151,0.0
11024,45,1,2,15114.16,18730.75,180,5.0,0.344,82,24,TOTAL,0.111,0.0
11025,45,1,3,17409.37,21033.5,180,6.0,0.267,82,24,TOTAL,0.122,0.0
11026,45,1,4,17634.14,20767.86,214,6.0,0.313,82,24,TOTAL,0.187,0.0
11027,45,1,5,14978.26,15806.21,187,4.0,0.337,82,24,TOTAL,0.134,0.0
11028,45,1,6,12954.22,14076.35,142,7.0,0.31,82,24,TOTAL,0.092,0.0
11029,45,1,7,15918.04,18482.97,182,6.0,0.319,82,24,TOTAL,0.148,0.0
11030,45,1,8,20105.65,23194.21,173,3.0,0.289,82,24,TOTAL,0.185,0.0
11031,45,1,9,17347.96,16878.56,199,7.0,0.271,82,24,TOTAL,0.161,0.0
11032,45,1,10,15960.55,17270.39,184,4.0,0.321,82,24,TOTAL,0.136,0.0
11033,45,1,11,17553.59,19420.82,192,4.0,0.313,82,24,TOTAL,0.172,0.0
11034,45,1,12,19834.45,24242.82,173,3.0,0.283,82,24,TOTAL,0.168,0.0
11035,45,1,13,17091.51,19515.97,177,4.0,0.299,82,24,TOTAL,0.186,0.0
11036,45,1,14,17039.09,19457.91,181,7.0,0.254,82,24,TOTAL,0.144,0.0
11037,45,1,15,16378.64,17079.44,190,6.0,0.305,82,24,TOTAL,0.142,0.0
11038,45,1,16,16663.48,19201.69,177,4.0,0.322,82,24,TOTAL,0.175,0.0
11039,45,1,17,18296.64,18047.66,192,0.0,0.297,82,24,TOTAL,0.208,0.0
11040,45,1,18,15627.86,19762.12,175,7.0,0.366,82,24,TOTAL,0.109,0.0
11041,45,1,19,15835.03,21035.09,164,1.5,0.335,82,24,TOTAL,0.128,0.0
11042,45,1,20,14734.21,14386.97,192,3.0,0.318,82,24,TOTAL,0.099,0.0
11043,45,1,21,18402.48,22924.98,202,9.0,0.317,82,24,TOTAL,0.178,0.0
11044,45,1,22,18150.28,30744.84,167,9.0,0.305,82,24,TOTAL,0.138,0.0
11045,45,1,23,13086.62,14558.11,190,12.0,0.374,82,24,TOTAL,0.116,0.0
11046,45,1,24,16635.48,17309.82,184,1.5,0.283,82,24,TOTAL,0.141,0.0
11047,45,1,25,16226.37,16217.88,164,3.0,0.274,82,24,TOTAL,0.098,0.0
11048,45,1,26,16391.35,23050.5,188,6.0,0.324,82,24,TOTAL,0.138,0.0
11049,45,1,27,16868.53,20519.25,152,4.0,0.342,82,24,TOTAL,0.164,0.0
11050,45,1,28,15127.48,18302.46,169,3.0,0.408,82,24,TOTAL,0.166,0.0
11051,45,1,29,15483.26,18289.63,193,3.0,0.337,82,24,TOTAL,0.124,0.0
11052,45,1,30,20404.21,22067.0,190,3.0,0.253,82,24,TOTAL,0.221,0.0
11053,45,1,31,16592.12,15963.98,171,7.0,0.287,82,24,TOTAL,0.17,0.0
11054,45,1,32,13173.26,15760.79,199,1.5,0.422,82,24,TOTAL,0.111,0.0
11055,45,1,33,15505.41,15899.95,179,4.0,0.318,82,24,TOTAL,0.106,0.0
11056,45,1,34,18764.8,23739.21,211,1.5,0.265,82,24,TOTAL,0.171,0.0
11057,45,1,35,15189.72,15699.87,185,6.0,0.303,82,24,TOTAL,0.081,0.0
11058,45,1,36,16914.25,20625.5,182,7.0,0.291,82,24,TOTAL,0.132,0.0
11059,45,1,37,15745.32,17481.72,176,7.0,0.341,82,24,TOTAL,0.159,0.0
11060,45,1,38,15883.96,17642.51,194,6.0,0.309,82,24,TOTAL,0.119,0.0
11061,45,1,39,15416.5,16935.63,183,3.0,0.339,82,24,TOTAL,0.148,0.0
11062,45,1,40,15841.84,19432.05,174,8.0,0.316,82,24,TOTAL,0.144,0.0
11063,45,1,41,16593.88,22007.71,184,8.0,0.342,82,24,TOTAL,0.147,0.0
11064,45,1,42,15871.51,24538.7,179,1.5,0.296,82,24,TOTAL,0.128,0.0
11065,45,1,43,16029.98,20490.47,191,6.0,0.309,82,24,TOTAL,0.126,0.0
11066,45,1,44,16105.61,21113.91,180,6.0,0.35,82,24,TOTAL,0.139,0.0
11067,45,1,45,17418.07,22244.87,184,10.0,0.304,82,24,TOTAL,0.152,0.0
11068,45,1,46,16730.98,21043.8,164,3.0,0.311,82,24,TOTAL,0.122,0.0
11069,45,1,47,20080.24,39630.59,194,8.0,0.273,82,24,TOTAL,0.149,0.0
11070,45,1,48,16520.6,22377.88,167,7.0,0.299,82,24,TOTAL,0.132,0.0
11071,45,1,49,16389.67,20703.93,179,4.0,0.302,82,24,TOTAL,0.128,0.0
11072,45,1,50,17240.08,32285.04,208,3.0,0.327,82,24,TOTAL,0.12,0.0
11073,45,1,51,15562.39,19600.23,163,6.0,0.331,82,24,TOTAL,0.135,0.0
11074,45,1,52,18610.21,24026.17,145,4.0,0.283,82,24,TOTAL,0.166,0.0
11075,45,1,53,16185.48,16902.65,184,4.0,0.304,82,24,TOTAL,0.152,0.0
11076,45,1,54,16372.9,18526.09,193,9.0,0.321,82,24,TOTAL,0.14,0.0
11077,45,1,55,14279.49,18541.0,171,6.0,0.392,82,24,TOTAL,0.105,0.0
11078,45,1,56,15850.38,18261.29,211,3.0,0.336,82,24,TOTAL,0.133,0.0
11079,45,1,57,15045.26,16964.65,147,3.0,0.299,82,24,TOTAL,0.129,0.0
11080,45,1,58,15046.33,21234.15,197,3.0,0.34,82,24,TOTAL,0.127,0.0
11081,45,1,59,16302.17,15865.49,187,1.5,0.326,82,24,TOTAL,0.144,0.0
11082,45,1,60,15010.81,21933.0,171,6.0,0.351,82,24,TOTAL,0.105,0.0
11083,45,1,61,16542.23,16882.27,179,1.5,0.324,82,24,TOTAL,0.162,0.0
11084,45,1,62,16869.37,19150.41,202,3.0,0.322,82,24,TOTAL,0.153,0.0
11085,45,1,63,16215.06,15591.27,187,5.0,0.262,82,24,TOTAL,0.123,0.0
11086,45,1,64,15971.66,20316.51,188,1.5,0.335,82,24,TOTAL,0.133,0.0
11087,45,1,65,18509.63,24748.85,191,3.0,0.34,82,24,TOTAL,0.188,0.0
11088,45,1,66,15019.95,15963.57,175,3.0,0.326,82,24,TOTAL,0.103,0.0
11089,45,1,67,17045.57,25339.09,155,5.0,0.348,82,24,TOTAL,0.168,0.0
11090,45,1,68,17944.89,25544.87,188,6.0,0.282,82,24,TOTAL,0.149,0.0
11091,45,1,69,17209.89,16671.82,155,8.0,0.29,82,24,TOTAL,0.123,0.0
11092,45,1,70,15655.66,15613.85,197,4.0,0.305,82,24,TOTAL,0.142,0.0
11093,45,1,71,13611.49,20002.91,175,7.0,0.423,82,24,TOTAL,0.097,0.0
11094,45,1,72,17944.0,26834.76,180,5.0,0.328,82,24,TOTAL,0.167,0.0
11095,45,1,73,16228.51,17152.67,212,3.0,0.283,82,24,TOTAL,0.151,0.0
11096,45,1,1,17212.52,18328.93,185,6.0,0.292,83,26,TOTAL,0.13,0.0
11097,45,1,2,16334.74,19946.01,179,6.0,0.33,83,26,TOTAL,0.106,0.0
11098,45,1,3,18330.41,19307.03,180,6.0,0.256,83,26,TOTAL,0.106,0.0
11099,45,1,4,18976.86,22736.03,213,7.0,0.319,83,26,TOTAL,0.188,0.0
11100,45,1,5,15693.49,16629.87,187,4.0,0.31,83,26,TOTAL,0.112,0.0
11101,45,1,6,16114.53,22060.33,142,7.0,0.296,83,26,TOTAL,0.085,0.0
11102,45,1,7,18381.37,23780.36,182,6.0,0.319,83,26,TOTAL,0.126,0.0
11103,45,1,8,22697.3,24194.5,173,3.0,0.272,83,26,TOTAL,0.185,0.0
11104,45,1,9,19108.61,21035.97,199,7.0,0.266,83,26,TOTAL,0.171,0.0
11105,45,1,10,17632.78,18234.99,184,4.0,0.326,83,26,TOTAL,0.141,0.005
11106,45,1,11,17836.09,20763.35,192,4.0,0.328,83,26,TOTAL,0.161,0.0
11107,45,1,12,20686.57,25533.64,173,3.0,0.272,83,26,TOTAL,0.139,0.0
11108,45,1,13,19437.04,23047.45,177,4.0,0.299,83,26,TOTAL,0.141,0.0
11109,45,1,14,19381.53,26037.64,180,8.0,0.272,83,26,TOTAL,0.122,0.0
11110,45,1,15,16994.44,20487.73,190,6.0,0.326,83,26,TOTAL,0.121,0.0
11111,45,1,16,16421.94,20390.48,177,4.0,0.333,83,26,TOTAL,0.153,0.0
11112,45,1,17,20754.69,20952.55,191,1.5,0.272,83,26,TOTAL,0.183,0.0
11113,45,1,18,17683.59,21585.53,175,7.0,0.349,83,26,TOTAL,0.137,0.0
11114,45,1,19,17413.46,23488.64,164,1.5,0.372,83,26,TOTAL,0.134,0.0
11115,45,1,20,15795.94,15233.08,192,3.0,0.302,83,26,TOTAL,0.083,0.0
11116,45,1,21,18271.81,19498.41,201,10.0,0.323,83,26,TOTAL,0.144,0.0
11117,45,1,22,16948.92,19290.41,167,9.0,0.335,83,26,TOTAL,0.132,0.0
11118,45,1,23,14378.41,16373.51,189,13.0,0.339,83,26,TOTAL,0.116,0.0
11119,45,1,24,17942.35,16761.54,184,1.5,0.277,83,26,TOTAL,0.109,0.0
11120,45,1,25,16925.57,17395.5,164,3.0,0.256,83,26,TOTAL,0.091,0.0
11121,45,1,26,16685.86,23205.16,188,6.0,0.309,83,26,TOTAL,0.117,0.0
11122,45,1,27,17175.57,21619.77,152,4.0,0.303,83,26,TOTAL,0.145,0.0
11123,45,1,28,16736.36,19995.72,168,4.0,0.375,83,26,TOTAL,0.131,0.0
11124,45,1,29,16136.73,18498.18,193,3.0,0.337,83,26,TOTAL,0.14,0.0
11125,45,1,30,24401.68,34786.01,190,3.0,0.263,83,26,TOTAL,0.189,0.0
11126,45,1,31,17574.13,17405.29,171,7.0,0.304,83,26,TOTAL,0.152,0.0
11127,45,1,32,16255.39,19238.92,198,3.0,0.359,83,26,TOTAL,0.091,0.0
11128,45,1,33,16909.02,15665.04,178,5.0,0.32,83,26,TOTAL,0.079,0.0
11129,45,1,34,19747.04,22943.93,211,1.5,0.27,83,26,TOTAL,0.147,0.0
11130,45,1,35,16822.02,19271.97,184,7.0,0.31,83,26,TOTAL,0.065,0.0
11131,45,1,36,19528.92,26549.54,182,7.0,0.258,83,26,TOTAL,0.137,0.0
11132,45,1,37,17140.56,20054.72,176,7.0,0.307,83,26,TOTAL,0.131,0.0
11133,45,1,38,16546.26,17401.3,194,6.0,0.304,83,26,TOTAL,0.124,0.0
11134,45,1,39,17212.33,19061.47,183,3.0,0.328,83,26,TOTAL,0.137,0.0
11135,45,1,40,17117.79,20122.31,173,9.0,0.301,83,26,TOTAL,0.133,0.0
11136,45,1,41,17933.23,25492.0,184,8.0,0.315,83,26,TOTAL,0.125,0.0
11137,45,1,42,19169.17,31747.91,179,1.5,0.251,83,26,TOTAL,0.134,0.0
11138,45,1,43,16441.73,20707.19,191,6.0,0.319,83,26,TOTAL,0.099,0.0
11139,45,1,44,20424.46,37912.51,179,7.0,0.318,83,26,TOTAL,0.168,0.0
11140,45,1,45,19410.45,31037.72,184,10.0,0.272,83,26,TOTAL,0.125,0.0
11141,45,1,46,18633.8,22301.24,164,3.0,0.262,83,26,TOTAL,0.116,0.0
11142,45,1,47,21168.32,41960.86,194,8.0,0.263,83,26,TOTAL,0.134,0.0
11143,45,1,48,17459.02,23437.73,167,7.0,0.275,83,26,TOTAL,0.126,0.0
11144,45,1,49,16341.74,19239.46,179,4.0,0.318,83,26,TOTAL,0.117,0.0
11145,45,1,50,19335.84,35791.24,208,3.0,0.293,83,26,TOTAL,0.111,0.0
11146,45,1,51,16556.82,20144.6,163,6.0,0.325,83,26,TOTAL,0.117,0.0
11147,45,1,52,19869.85,26209.74,144,5.0,0.271,83,26,TOTAL,0.146,0.0
11148,45,1,53,17453.1,20519.06,184,4.0,0.266,83,26,TOTAL,0.109,0.0
11149,45,1,54,18140.42,19515.94,193,9.0,0.295,83,26,TOTAL,0.166,0.0
11150,45,1,55,14506.37,19249.27,171,6.0,0.363,83,26,TOTAL,0.105,0.0
11151,45,1,56,16295.89,18202.57,211,3.0,0.365,83,26,TOTAL,0.123,0.0
11152,45,1,57,15608.81,17172.58,147,3.0,0.32,83,26,TOTAL,0.122,0.0
11153,45,1,58,15173.36,17662.9,197,3.0,0.381,83,26,TOTAL,0.132,0.0
11154,45,1,59,16586.01,17038.08,187,1.5,0.342,83,26,TOTAL,0.144,0.0
11155,45,1,60,14883.21,20560.4,171,6.0,0.415,83,26,TOTAL,0.099,0.0
11156,45,1,61,19332.03,23733.16,179,1.5,0.307,83,26,TOTAL,0.156,0.0
11157,45,1,62,18199.94,20331.21,202,3.0,0.277,83,26,TOTAL,0.134,0.0
11158,45,1,63,16930.24,18832.17,187,5.0,0.294,83,26,TOTAL,0.096,0.0
11159,45,1,64,18665.87,22785.92,187,3.0,0.294,83,26,TOTAL,0.139,0.0
11160,45,1,65,18155.86,22324.65,191,3.0,0.351,83,26,TOTAL,0.178,0.0
11161,45,1,66,16767.58,18993.24,175,3.0,0.303,83,26,TOTAL,0.103,0.0
11162,45,1,67,19593.03,30587.76,155,5.0,0.329,83,26,TOTAL,0.148,0.0
11163,45,1,68,18545.1,27104.18,188,6.0,0.287,83,26,TOTAL,0.138,0.0
11164,45,1,69,17646.52,18218.76,155,8.0,0.303,83,26,TOTAL,0.116,0.0
11165,45,1,70,17096.19,17277.21,197,4.0,0.305,83,26,TOTAL,0.122,0.0
11166,45,1,71,16844.99,24159.78,175,7.0,0.366,83,26,TOTAL,0.109,0.0
11167,45,1,72,19596.85,28009.51,180,5.0,0.283,83,26,TOTAL,0.139,0.0
11168,45,1,73,16578.51,17835.14,211,4.0,0.299,83,26,TOTAL,0.114,0.0
11169,45,1,1,18893.09,22264.42,185,6.0,0.303,84,28,TOTAL,0.141,0.0
11170,45,1,2,18392.49,20234.85,179,6.0,0.307,84,28,TOTAL,0.128,0.0
11171,45,1,3,19150.83,21976.37,179,7.0,0.263,84,28,TOTAL,0.101,0.0
11172,45,1,4,20048.63,23359.37,212,8.0,0.321,84,28,TOTAL,0.151,0.0
11173,45,1,5,16560.02,18861.14,187,4.0,0.337,84,28,TOTAL,0.118,0.0
11174,45,1,6,17057.78,34331.27,142,7.0,0.345,84,28,TOTAL,0.099,0.0
11175,45,1,7,17224.8,21239.3,182,6.0,0.363,84,28,TOTAL,0.121,0.0
11176,45,1,8,24832.27,27899.42,173,3.0,0.272,84,28,TOTAL,0.214,0.0
11177,45,1,9,21124.61,32284.1,197,9.0,0.32,84,28,TOTAL,0.178,0.0
11178,45,1,10,19300.93,20660.57,184,4.0,0.315,84,28,TOTAL,0.136,0.0
11179,45,1,11,20869.34,23985.09,192,4.0,0.328,84,28,TOTAL,0.161,0.0
11180,45,1,12,21618.53,41719.93,172,4.0,0.326,84,28,TOTAL,0.145,0.0
11181,45,1,13,19564.81,25045.16,177,4.0,0.322,84,28,TOTAL,0.136,0.0
11182,45,1,14,18721.86,26015.7,180,8.0,0.289,84,28,TOTAL,0.111,0.0
11183,45,1,15,19034.86,23978.63,189,7.0,0.317,84,28,TOTAL,0.132,0.0
11184,45,1,16,19475.38,32020.84,176,5.0,0.347,84,28,TOTAL,0.159,0.0
11185,45,1,17,22133.93,23244.14,191,1.5,0.293,84,28,TOTAL,0.204,0.0
11186,45,1,18,17579.91,18525.55,175,7.0,0.331,84,28,TOTAL,0.131,0.0
11187,45,1,19,18134.0,25907.07,162,4.0,0.364,84,28,TOTAL,0.148,0.0
11188,45,1,20,17584.35,16326.19,191,4.0,0.293,84,28,TOTAL,0.105,0.0
11189,45,1,21,18078.67,20202.69,201,10.0,0.358,84,28,TOTAL,0.139,0.0
11190,45,1,22,17966.48,21487.77,167,9.0,0.359,84,28,TOTAL,0.138,0.0
11191,45,1,23,16226.74,17117.96,189,13.0,0.349,84,28,TOTAL,0.132,0.0
11192,45,1,24,19988.86,19544.28,184,1.5,0.266,84,28,TOTAL,0.13,0.0
11193,45,1,25,17983.44,19969.19,164,3.0,0.299,84,28,TOTAL,0.11,0.0
11194,45,1,26,19315.57,29857.89,188,6.0,0.303,84,28,TOTAL,0.122,0.0
11195,45,1,27,18837.59,24924.16,151,5.0,0.272,84,28,TOTAL,0.159,0.0
11196,45,1,28,19134.85,21389.55,168,4.0,0.333,84,28,TOTAL,0.167,0.0
11197,45,1,29,18108.88,26309.22,193,3.0,0.347,84,28,TOTAL,0.13,0.0
11198,45,1,30,26344.12,55971.71,190,3.0,0.253,84,28,TOTAL,0.184,0.0
11199,45,1,31,18890.06,21337.83,171,7.0,0.292,84,28,TOTAL,0.158,0.0
11200,45,1,32,16912.25,18526.43,198,3.0,0.364,84,28,TOTAL,0.116,0.0
11201,45,1,33,17942.6,18122.83,177,6.0,0.316,84,28,TOTAL,0.079,0.0
11202,45,1,34,21971.16,29416.31,211,1.5,0.261,84,28,TOTAL,0.142,0.0
11203,45,1,35,17402.63,19125.89,184,7.0,0.304,84,28,TOTAL,0.065,0.0
11204,45,1,36,19060.37,24812.56,182,7.0,0.308,84,28,TOTAL,0.104,0.0
11205,45,1,37,18825.19,21084.3,176,7.0,0.295,84,28,TOTAL,0.142,0.0
11206,45,1,38,18246.45,19423.83,193,7.0,0.301,84,28,TOTAL,0.15,0.0
11207,45,1,39,18005.16,22116.62,183,3.0,0.339,84,28,TOTAL,0.142,0.0
11208,45,1,40,19984.22,31260.23,173,9.0,0.335,84,28,TOTAL,0.156,0.0
11209,45,1,41,19015.79,24411.67,184,8.0,0.337,84,28,TOTAL,0.141,0.0
11210,45,1,42,19648.07,25919.08,178,3.0,0.281,84,28,TOTAL,0.146,0.0
11211,45,1,43,18551.5,24076.64,191,6.0,0.293,84,28,TOTAL,0.11,0.0
11212,45,1,44,28024.75,134456.4,178,8.0,0.337,84,28,TOTAL,0.135,0.0
